"Entitat_Municipal","Tipologia_subvencio","Subvencio","Beneficiaris","NIF","Objecte","Import","Data_atorgament","Organ_Gestor"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Serveis a les persones Encís Sccl","F60137411","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Solucions Ultima Milla s.l.","B65408395","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Solucions Ultima Milla s.l.","B65408395","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Solucions Ultima Milla s.l.","B65408395","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Solucions Ultima Milla s.l.","B65408395","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TEB D'HABITATGE, SCCL","F62548888","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TEB D'HABITATGE, SCCL","F62548888","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TEB SOLUCIONS, SCCL","F65203069","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TEB SOLUCIONS, SCCL","F65203069","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TELEFONOS RESISTENTES S.L.","B67246108","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TEMPLE GRUP CONSULTORS BCN SL","B60223419","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TKF","****8760*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","THE BARCELONA THERAPY SERVICE SL","B63439095","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TINTORERIA MIKA, S.L","B62854880","Convocatòria Barcelona per la Ocupació de Qualitat 2019",5000.0,"01/03/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TA ","****1174*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TRACKTIO GROUP, S.L.","B66569906","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TRACKTIO GROUP, S.L.","B66569906","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TRAPELLES SL","B65949026","Convocatòria Barcelona per la Ocupació de Qualitat 2019",7500.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TROQUELAJES RIOS S.C.P.","J64782089","Convocatòria Barcelona per la Ocupació de Qualitat 2019",9000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TROQUELAJES RIOS S.C.P.","J64782089","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"09/04/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","TN ","****0584*","Convocatòria Barcelona per la Ocupació de Qualitat 2019",6000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Tiger Stores Spain, S.L.","B85364495","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Tiger Stores Spain, S.L.","B85364495","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","Tot Raval, Fundació Privada","G62860796","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","V3RTICE MARQUETING SL","B66207135","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"07/11/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","XARXA AMBIENTAL, SCCL","F65083123","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","XARXA AMBIENTAL, SCCL","F65083123","Convocatòria Barcelona per la Ocupació de Qualitat 2019",12000.0,"03/06/2019","Gerència de Presidència i Economia - BASA"
"Ajuntament de Barcelona","SUBVENCIONS CONVOCATÒRIA","BOQ","e3 Solinteg SL","B65281131","Convocatòria Barcelona per la Ocupació de Qualitat 2019",10000.0,"27/12/2019","Gerència de Presidència i Economia - BASA"
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","TRANSFERÈNCIA A ENS PÚBLICS I ALTRES","20190254","AJUNTAMENT BARCELONA","P0801900B","Conveni sales d'estudi 2019",47822.4,"02/12/2019",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","TRANSFERÈNCIA A ENS PÚBLICS I ALTRES","20190503_1","INST. MPAL. CULTURA","P5890006I","Refacturacio sub.energetic SSCC - 12/2018 a 07/2019",3910.39,"20/12/2019",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","TRANSFERÈNCIA A ENS PÚBLICS I ALTRES","20190527_1","INST. MPAL. CULTURA","P5890006I","Refacturació telefonia mòbil - 01/2019 a 12/2019",842.75,"30/01/2020",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","SUBVENCIONS DIRECTES (amb o sense CONVENI)","20190525","DIPUTACIO DE BARCELONA","P0800000B","Transf.DIBA duplicat carnet - 2019",10394.58,"31/12/2019",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","SUBVENCIONS DIRECTES (amb o sense CONVENI)","20190524","CC.OO.","G08496606","Aportacio fons anual CCOO",200.0,"31/12/2019",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","TRANSFERÈNCIA A ENS PÚBLICS I ALTRES","20190526_1","INST. MPAL. CULTURA","P5890006I","Refacturació sub.electric SSCC - 08/2019 a 12/2019",2144.46,"30/01/2020",""
"CONSORCI DE BIBLIOTEQUES DE BARCELONA","TRANSFERÈNCIA A ENS PÚBLICS I ALTRES","20190209_1","CONSELL CATALA LLIBRE INF.JUVENIL","V08983751","Quota participacio CCLIJ any 2019",1348.88,"26/07/2019",""
