"Trimestre","Tipus orgànic","Orgànic","DescOrgànic","Tipus subvenció","Subvenció","NIF","Nom","Descripció","Econòmic","Import D"
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16503","P0800234G","INST. MPAL. SERVEIS SOCIALS","Aportacions per conveni amb CÀRITAS",41040,107175.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16570","P0800234G","INST. MPAL. SERVEIS SOCIALS","SUPORT ESCOLES BRESSOL PLA BARRIS DE LA ZONA NORD",41040,35621.37
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16571","P0800234G","INST. MPAL. SERVEIS SOCIALS","ACCIONS RELACIONADES AMB LES PERSONES AFECTADES PE",41040,100000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16572","P0800234G","INST. MPAL. SERVEIS SOCIALS","FINANÇ ESTUDI SOBRE INCLUSIÓ AMB PERSPECTIVA GENER",41040,20700.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16573","P0800234G","INST. MPAL. SERVEIS SOCIALS","CONTRACT 6 EDUCADORS CARRER MEDICACIO GRUPS MANTER",41040,90000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16574","P0800234G","INST. MPAL. SERVEIS SOCIALS","PROMOCIÓ COMERÇ PROXIMITAT (TARGETA SOLIDÀRIA)",41040,100000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16575","P0800234G","INST. MPAL. SERVEIS SOCIALS","CONTRACT RRHH X CSS I OFICINA PRESTACIONS (B-MINCO",41040,106000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16576","P0800234G","INST. MPAL. SERVEIS SOCIALS","FONS DERIVATS DEL DESCOMPTE SALARIAL A ENTITATS QU",41040,20176.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16592","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","IMPD CONTRACTE PROGRAMA 2016-2019",41081,325000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16593","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","TRANSFERÈNCIA ADDICIONAL",41080,264767.61
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16594","P5801908D","INST. MPAL. INFORMATICA (IMI)","APLICACIO COMUNITAT RECERCA I CONEIXEMENT",41031,9438.0
"","Sectors i districtes","","GER. ECOLOGIA URBANA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16656","A08765919","BARCELONA DE SERVEIS MUNICIPALS SA","EG_B:SM  VISUALITZADORS",44420,1440887.79
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16717","P0800234G","INST. MPAL. SERVEIS SOCIALS","Modificació pressupostària a favor de l'IMSS",41040,738766.83
"","Sectors i districtes","","DTE. HORTA-GUINARDÓ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16718","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","CONVENI VITALICI LLOGUER HABITATGE C/LLOBREGÓS,175",44320,11313.17
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16720","A58295296","BASA BARCELONA ACTIVA, S.A.","programa de subvencions ""Llança't""",44400,425000.0
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16721","A58295296","BASA BARCELONA ACTIVA, S.A.","APORTACIÓ BARCELONA ACTIVA",44400,1000333.06
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16722","A58295296","BASA BARCELONA ACTIVA, S.A.","aportació Barcelona Activa",44400,1123516.16
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16723","P5890006I","INST. MPAL. CULTURA (ICUB)","Aport.FFT Ciutat Oberta biennal de pensament",44300,400000.0
"","Sectors i districtes","","GER. DRETS SOCIALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16724","P5890001J","INST. MPAL. EDUCACIO","PLA DE BARRIS TRINITAT VELL ""JUGUEM JUNTS. ESPAI D",41020,11599.64
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16728","A08765919","BARCELONA DE SERVEIS MUNICIPALS SA","FONS FOMENT TURISME (IEET): SERVEIS AGENTS CÍVICS",44420,2500000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16734","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació Increment despeses ICUB",44300,50000.0
"","Sectors i districtes","","GER. DRETS CIUTAD.CULTURA,PARTI.I TRANSP.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16734","P5890006I","INST. MPAL. CULTURA (ICUB)","Aportació Increment despeses ICUB",44300,440000.0
"","Sectors i districtes","","DTE. GRÀCIA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16735","P0800234G","INST. MPAL. SERVEIS SOCIALS","TRANSF. IMSS APORTACIÓ CONVENI MILLORA GENT GRAN",41040,6000.0
"","Sectors i districtes","","GER. MUNICIPAL I COORD.ENS I TERR.","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16738","A08765919","BARCELONA DE SERVEIS MUNICIPALS SA","Transf. Corrent BSM. Taxes Grua i Area 2018",44420,51804575.66
"","Sectors i districtes","","GER. POLÍTICA ECONÒMICA I DESENV. LOCAL","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16742","A58295296","BASA BARCELONA ACTIVA, S.A.","BASA Feder-Gencat Po-Ris3Cat 2014-2020 4rt. lliur",44407,528004.33
"","Sectors i districtes","","GER. RECURSOS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16758","A08862997","INFORMAC.I COMUNIC.BARCELONA SA SPM","NECESSITATS FINANCERES PER MANTENIR PATRIMONI NET",74480,4096366.16
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","2015/0191","P0801900B","AJUNTAMENT DE BARCELONA","COL·LABORACIO SALES ESTUDI NOCTURNES",40000,72822.4
"","Grup municipal","","INS.MPAL PARCS I JARDINS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","17/0235-00-CP/01","P5800046D","INSTITUT INFANCIA I ADOLESCÈNCIA BCN","ASSESSORAMENT CAP A UNA POLITICA  DRET AL JOSC ",62322000,36905.0
"","Grup municipal","","INST. MPAL INFORMÀTICA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","H180000028","P5801908D","INSTITUT MPAL INFORMÀTICA","CONTRACTE PROGRAMA IMI 2018",41030,3418000.0
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","20180295_1","P5890006I","INST. MPAL. CULTURA","Refacturacio sub. Electric 12/2017 a 07/2018",44300,3247.72
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","20180318_1","P5890006I","INST. MPAL. CULTURA","Refacturacio tel.mòbil 10/2018 a 12/2018",44300,300.0
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","20180317_1","P5890006I","INST. MPAL. CULTURA","Refacturacio sub. Electric 08/2018 a 12/2018",44300,1948.65
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","20180296_1","P5890006I","INST. MPAL. CULTURA","Refacturacio tel.mòbil 01/2018 a 10/2018",44300,862.28
"","Grup municipal","","CONSORCI DE BIBLIOTEQUES DE BARCELONA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","20150191","P0801900B","AJUNTAMENT BARCELONA","Programa Sales Estudi Nocturnes 2018",40000,72822.4
"","Grup municipal","","INST.MPAL PAISSATG. URBÀ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","U180000144","P0801900B","AJUNTAMENT BARCELONA","Exp. 2018/143. Repercussió costos auditoria 2017",40000,4340.0
"","Grup municipal","","INST.MPAL PAISSATG. URBÀ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","U180000142","A08765919","BARCELONA DE SERVEIS MUNICIPALS SA","Exp. 2018/141. Conveni 2639 - Exposició MNAC",44920,3199.2
"","Grup municipal","","INST.MPAL PAISSATG. URBÀ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","U180000149","Q0801511G","CONSORCI DE L'HABITATGE DE BARCELON","Exp. 2018/147. Transferencia corrent CHB",46743,2980425.0
"","Grup municipal","","INST.MPAL PAISSATG. URBÀ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","U180000162","Q0801511G","CONSORCI DE L'HABITATGE DE BARCELON","Exp. 2018/161. Transferencia corrent CHB",46743,500000.0
"","Grup municipal","","INST.MPAL PAISSATG. URBÀ","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","U180000116","Q0801511G","CONSORCI DE L'HABITATGE DE BARCELON","Exp. 2018/114. Transf. capital Consorci Habitatge",76721,6607118.82
"","Grup municipal","","INST. MPAL INFORMÀTICA","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","      D- 536","P0800075D","AGENCIA D'ECOLOGIA URBANA BARCELONA","Encàrrec de Gestió a Barcelona Ecologia Projecte Europeu 5GCITY",44900,45937.5
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S05191","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","BIMSA Lliurament 3 NA gener 2018",74451,72805.46
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S05884","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inversions NA Lliurament 5/2018",74451,94292.84
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06064","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inversions NA Lliurament 10/2018",74451,92103.24
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06466","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf. BASA Inversions NA Lliurament 1",74400,84825.14
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06466","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf. BASA Inversions NA Lliurament 1",74400,50946.28
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06473","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","BIMSA Transf. capital Lliurament 14 NA",74451,126968.67
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06700","A08862997","INFORMAC.I COMUNIC.BARCELONA SA SPM","Transfer. ICB CdG 24052018",74480,326810.0
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S06792","A58295296","BASA BARCELONA ACTIVA, S.A.","TRASF. BASA LLIURAMENT 3 NA",74400,87632.52
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S07399","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inversions NA Lliurament maig 2018",74451,108588.44
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S09822","A58295296","BASA BARCELONA ACTIVA, S.A.","BASA Transf Lliurament 5",74400,40672.16
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S10111","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inversions NA Lliurament juny 2018",74451,29427.44
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S13949","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inver NA Lliurament juliol",74451,40007.47
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15108","A58295296","BASA BARCELONA ACTIVA, S.A.","TRANSF. BASA LLIURAMENT 7 NA",74400,56287.42
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15115","A62091616","FOMENT DE CIUTAT SA","Transf FC,SA Lliurament 1 (NA)",74431,159836.38
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15246","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Inversions NA Lliurament agost 2018",74451,24606.44
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15444","A58295296","BASA BARCELONA ACTIVA, S.A.","BASA Lliurament 9 NA",74400,249630.63
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15445","A58295296","BASA BARCELONA ACTIVA, S.A.","TRANSF. BASA Lliurament 10-NA FEDER",74400,31875.28
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15566","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","BIMSA transf. Lliurament 39 NA setembre 2018",74451,3734.11
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S15996","A58295296","BASA BARCELONA ACTIVA, S.A.","TRANSF. BASA Lliurament 13 NA",74400,59742.66
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16064","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf. BASA Lliurament 14-NA FEDER",74400,42816.46
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16079","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","BIMSA transf. Lliurament 43 NA octubre 2018",74451,1757.17
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16191","A62091616","FOMENT DE CIUTAT SA","Transf. FC, SA Lliurament 3-NA",74431,354060.54
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16467","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf. BASA Lliurament 16-NA",74400,203021.12
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16468","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf. BASA Lliurament 17-NA FEDER",74400,50379.56
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16679","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Trasnf. BIMSA Lliurament 48-NA",74451,13416.17
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16719","A62091616","FOMENT DE CIUTAT SA","Foment Ciutat. Lloguers habitatges i locals 2018",44431,59668.69
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16733","P5801914B","INSTITUT MUNICIPAL PARCS I JARDINSBARCELONA","IMPJ Lliurament 6 NA",74310,837567.4
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16739","A62091616","FOMENT DE CIUTAT SA","Trans FC,SA Lliurament 6-NA",74431,217534.67
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16741","A64302367","CEMENTIRIS DE BARCELONA SA","Transf. corrent Cementiris. Taxes 2018",44440,11967752.62
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16743","A58295296","BASA BARCELONA ACTIVA, S.A.","Transf.BASA Lliurament 20-NA",74400,319932.99
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16744","A58295296","BASA BARCELONA ACTIVA, S.A.","BASA, SA Lliurament 20-NA",74400,39208.67
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16745","A58295296","BASA BARCELONA ACTIVA, S.A.","BASA, SA Lliurament 21-NA FEDER",74400,96495.62
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16746","P5801911H","INST. MPAL. HISENDA","Transf. IMH Inversions 2018",71000,67878.17
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16750","A62320486","BARCELONA DE INFRAESTRUCT. MUNICIPA","Transf. BIMSA Acta lliurament 53",74451,57897.3
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16752","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","IMHR Aportació final Pressupost 2018",74322,5000000.0
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16753","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","IMHR Aportació final Pressupost 2018",74322,3500000.0
"","Grup municipal","","SERVEIS CENTRALS","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S16754","P5801915I","INSTITUT MUNICIPAL DE L'HABITATGE IREHABILITACIO DE BARCELONA","IMHR Aportació final Pressupost 2018",74322,5832658.0
"","Grup municipal","","I.M.E.B","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S00304","P5801908D","INST. MPAL. INFORMATICA","ENCÀRREC DE GESTIÓ IMI 2018",41030,161759.41
"","Grup municipal","","I.M.E.B","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","17S00312","P5801909B","INST. MPAL. PERSONES DISCAPACITAT","CONVENI COL·LABORACIÓ IMEB I IMDP 2017-2019",41080,21000.0
"","Grup municipal","","I.B.E","Transferències i encàrrecs de gestió a Grup Municipal i Consorcis","18S00836","P0801900B","AJUNTAMENT BARCELONA","Transferència Dte. Sant Andreu",40000,14285.03
