"Tipus ens","Òrgan contractant","Contracte núm","Tipus de contracte","Objecte contracte","Data formalització","Preu contracte","Data formalització modificació","Import modificació","Modificació prevista en el plec","Modificació no prevista en el plec","% variació sobre el preu del contracte"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","300.1619.001","Serveis","Serveis per a la redacció del Projecte Executiu del Nou Centre d'Acollida d'Animals de Companyia de Barcelona (CAACB) i de millora de la Carretera del Cementiri a l'entorn del CAACB, així com la possible adjudicació de la Direcció d'Obra del CAACB i Assistència Tècnica d'Autor a l'Obra de la Carretera del Cementiri a l'entorn del CAACB.","15/06/2017",189003.71,"25/02/2019","17695.04","X","","0.09"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","629.2018.005","Serveis","Servei de neteja i manteniment integral de les oficines de Barcelona d'Infraestructures Municipals, SA","15/11/2018",81553.37,"17/07/2019","8470.00","","X","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","629.2018.005","Serveis","Servei de neteja i manteniment integral de les oficines de Barcelona d'Infraestructures Municipals, SA","15/11/2018",81553.37,"08/10/2019","236.10","","X","0.00"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","900.1619.023","Serveis","Serveis de redacció per a la revisió de l’avantprojecte i la redacció del projecte executiu, estudi de seguretat i salut i documents de sostenibilitat i medi ambient de la reurbanització dels Interiors de Trinitat Nova, al Districte de Nou Barris, a Barcelona, així com la possible adjudicació de l’assistència d’obra.","15/06/2017",94156.84,"04/06/2019","5338.58","X","","0.06"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","999.1619.044","Serveis","Servei d'assistència Tècnica al Departament de Sistemes Tecnològics i Serveis de Barcelona d'Infraestructures Municipals SA.","27/04/2018",307174.84,"17/01/2019","26136.00","X","","0.09"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.258L01","Obres","Obres relatives al projecte de reforma de l'Av. Meridiana en el tram comprés entre els c. d'Independència i d'Aragó (Lot 1) i projecte executiu reforma de l'Av. Meridiana entre el c. Aragó i el c. Mallorca (Lot 2), al districte de Sant Martí.","04/06/2018",3967890.23,"23/04/2019","720965.67","x","","0.18"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","060.1619.258L02","Obres","Obres relatives al projecte de reforma de l'Av. Meridiana en el tram comprés entre els c. d'Independència i d'Aragó (Lot 1) i projecte executiu reforma de l'Av. Meridiana entre el c. Aragó i el c. Mallorca (Lot 2), al districte de Sant Martí.","04/06/2018",3584705.19,"15/04/2019","556890.17","X","","0.16"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","080.1619.328L01","Obres","Obres relatives al projecte executiu de reurbanització tàctica de la creu formada pel c. Borrell, entre el c. Manso i el c. Marqués del Campo Sagrado i el c. Parlament entre la Rda. de Sant Pau i el c. Viladomat incloent la intersecció (Lot 1), y la reurbanització tàctica del c. Borrell entre el c. Marqués del Campo Sagrado i el c. Aldana (Lot 2), al districte de l'Eixample de Barcelona.","19/11/2018",659240.49,"24/10/2019","96953.78","X","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","090.1619.209L01","Serveis","Execució de les cales, redacció del projecte d'intervenció en conservació - restauració i realització de la documentació gràfica de diversos sostres enteixinats i sostres mixtes de l'edifici vell de la Casa Gran de la Ciutat (Ajuntament de Barcelona), al Districte de Ciutat Vella.","11/07/2018",100028.3,"26/02/2019","14768.05","X","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","090.1619.209L01","Serveis","Execució de les cales, redacció del projecte d'intervenció en conservació - restauració i realització de la documentació gràfica de diversos sostres enteixinats i sostres mixtes de l'edifici vell de la Casa Gran de la Ciutat (Ajuntament de Barcelona), al Districte de Ciutat Vella.","11/07/2018",100028.3,"29/07/2019","2368.58","X","","0.02"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1619.055L01","Obres","Obres relatives a l'execució dels túnels viaris de la Plaça de les Glòries: obra pendent d'executar del túnel entre els c. de Castillejos i de Badajoz, i obres del túnel entre els c. de Badajoz i Rambla del Poblenou.","20/02/2018",12283021.99,"14/03/2019","597229.25","","X","0.05"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1619.055L01","Obres","Obres relatives a l'execució dels túnels viaris de la Plaça de les Glòries: obra pendent d'executar del túnel entre els c. de Castillejos i de Badajoz, i obres del túnel entre els c. de Badajoz i Rambla del Poblenou.","20/02/2018",12283021.99,"28/11/2019","654018.93","","X","0.05"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1619.055L03","Obres","Obres relatives a l'execució dels túnels viaris de la Plaça de les Glòries: obra pendent d'executar del túnel entre els c. de Castillejos i de Badajoz, i obres del túnel entre els c. de Badajoz i Rambla del Poblenou.","20/02/2018",9322239.68,"16/12/2019","919108.17","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","124.1619.055L03","Obres","Obres relatives a l'execució dels túnels viaris de la Plaça de les Glòries: obra pendent d'executar del túnel entre els c. de Castillejos i de Badajoz, i obres del túnel entre els c. de Badajoz i Rambla del Poblenou.","20/02/2018",9322239.68,"16/12/2019","940707.49","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA D'INFRAESTRUCTURES MUNICIPALS, S.A.","999.1619.045L02","Serveis","Assistència Tècnica a la Gestió d’obres d’Infraestructures, Lot 1: Assistència tècnica a la Direcció del departament, Lot 2: Assistència tècnic a les obres de ciutat i Lot 3: Assistència tècnica a les obres de districtes.","19/04/2018",138545.0,"14/05/2019","23089.61","X","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015AO084CAL01M005","Serveis","Contracte relatiu al Servei de Manteniment preventiu, correctiu, conductiu i tècnic legal i servei d’assistència als actes amb servei 24/365 a les instal.lacions de l’Anella Olímpíca (Palau Sant Jordi, Estadi Olímpic Lluís Companys, Volum Tècnic Central, Galeries, Esplanada Olímpica i Barcelona Teatre Musical)","04/12/2015",918600.0,"04/09/2019","62000.00","x","","0.07"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015CONS011CAL01M001","Serveis","Contracte relatiu al Subministrament i serveis d'instal·lació, personalització, posada en marxa,formació i suport tècnic el sistema de gestió de manteniment integral i control d'actius (GMAO) per a Barcelona de Serveis Municipals, S. A.","16/09/2015",752216.0,"11/12/2019","240000.00","x","","0.32"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015SIST055CAL01M003","Serveis","Servei de manteniment dels servidors hardware de Barcelona de Serveis Municipals S.A.","13/04/2016",275400.0,"30/10/2019","-9008.20","x","","-0.03"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016SIST021CAL01M001","Serveis","Contracte relatiu al servei de suport i manteniment de les bases de dades Oracle i SQL server per a Barcelona de Serveis Municipals, SA","03/06/2019",163920.0,"04/09/2019","23500.00","x","","0.14"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016TRA169CAL01M002","Serveis","Contracte relatiu al servei de retirada i moviment de vehicles de la via pública i instal.lacions de BSM","29/03/2017",842391.0,"04/09/2019","-1049.40","x","","0.00"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016TRA169CAL02M001","Serveis","Contracte relatiu al servei de retirada i moviment de vehicles de la via pública i instal.lacions de BSM","29/03/2017",842391.0,"04/09/2019","-1049.40","x","","0.00"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017CONS108CAL01M001","Serveis","Redacció de l’Actualització del Projecte Executiu (separates 10,11,12 i 13), Zoo de la Ciutadella reforma integral, reparacions i gran manteniment: reforma de l’espai dels elefants, les girafes i els lleons, Direcció de les Obres i Coordinació de Seguretat i Salut (separates 8, 9, 10, 11, 12 i 13)","22/01/2018",186225.0,"20/11/2019","22944.00","x","","0.12"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017CONS180CAL05M001","Serveis","Redacció de Projecte, Direcció Facultativa i Coordinació de Seguretat i Salut","02/02/2018",36000.0,"12/06/2019","5400.00","x","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2017SIST101CAL01M001","Serveis","Contracte relatiu al Servei de desenvolupament, implantació, migració, posta en marxa, formació i suport a la operació de la plataforma ""ON APARCAR per minuts"" a Barcelona Serveis Municipals SA","16/11/2017",1078000.0,"18/09/2019","354000.00","x","","0.33"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018CONS155CAL01M001","Serveis","Licitació de la Redacció de Projecte, Direcció Facultativa i Coordinació de Seguretat i Salut de les actuacions de PINTURA, REFORMA DE NUCLIS D’ESCALES, SENYALITZACIÓ INTERIOR i GUIAT DE PLACES DEL APARCAMENT DE PLAÇA de les ARTS.","17/01/2019",50450.0,"18/12/2019","-813.75","x","","-0.02"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018CONS215CAL02M001","Serveis","Contracte relatiu a les direccions facultatives i coordinacions de seguretat i salut per la realització de les obres de instal·lació de punts de recàrrega ràpida per vehicles elèctrics a 8 carrers de la ciutat de Barcelona.    ","11/06/2019",12240.0,"06/11/2019","2448.00","x","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018MKT103AML01M014","Serveis","Contracte derivat relatiu a la concepció i disseny de la campanya del projecte SMOU","18/12/2018",200000.0,"06/11/2019","531.00","x","","0.00"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST016CAL01M001","Serveis","Contracte relatiu als serveis d'anàlisi, desenvolupament i integració de Bases de Dades per a Barcelona de Serveis Municipals SA ","22/03/2018",117600.0,"29/07/2019","16800.00","x","","0.14"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST031CAL01M001","Serveis","Contracte relatiu al subministrament, implantació, configuració, parametrització, personalització i posta en marxa i serveis de manteniment d'una plataforma de formació basta en Moodle en mode SaaS per a Barcelona de Serveis Municipals SA","26/04/2018",117600.0,"30/10/2019","16680.00","x","","0.14"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018ZOO125CAL01M001","Serveis","CONTRACTACIÓ DE LA REDACCIÓ DEL PROJECTE EXECUTIU, DIRECCIÓ FACULTATIVA D’OBRA I COORDINACIÓ DE SEGURETAT I SALUT D’ADEQUACIÓ INTERIOR DE L’EDIFICI DE GORIL.LES COM A NOU ESPAI D’INVERTEBRATS AL PARC ZOOLÒGIC DE BARCELONA ","22/03/2019",24000.0,"11/12/2019","6000.00","x","","0.25"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016CONS069OBOL01M001","Obres","OBRES RELATIVES AL PROJECTE ACTUALITZAT. ZOO DE CIUTADELLA. REFORMA INTEGRAL, REPARACIONS I GRAN MANTENIMENT: REFORMA DE L’ESPAI DELS ELEFANTS, LES GIRAFES I ELS LLEONS: ARQUEOLOGIA 01","06/05/2016",121409.5,"11/01/2019","24480.00","x","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018ZOO118OBOL01M001","Obres","Contratación del projecte i de les obres relatives als sistemes industrialitzats de la nova botiga i modificació de la tanca de Wellington al Parc Zoològic de Barcelona","01/03/2019",363000.0,"20/11/2019","53721.36","x","","0.15"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015MOB148OBOL01V012M001","Obres","Acord marc homologació proveïdors execució d'obres menors de conservació i paleteria (treballs de paleta) de petit format, a les instal·lacions de la divisió d'aparcaments, transports, Parc del Fòrum, Park Güell i Esplanada Anella Olímpica","",69900.0,"20/11/2019","11680.36","x","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2015MOB148OBOL01V018M001","Obres","Acord marc homologació proveïdors execució d'obres menors de conservació i paleteria (treballs de paleta) de petit format, a les instal·lacions de la divisió d'aparcaments, transports, Parc del Fòrum, Park Güell i Esplanada Anella Olímpica","25/04/2019",16985.0,"20/11/2019","2900.00","x","","0.17"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2016AJCC068SL02M002","Subministrament","Contracte Subministrament i gestió dels serveis necessaris per tal de dotar als treballadors/es de BSM del vestuari  per les diferents activitats de BSM, amb suport als processos d'inserció socio laboral i exclusió social","27/07/2018",133441.9,"06/03/2019","-4068.40","x","","-0.03"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST064SL01M001","Subministrament","Contracte relatiu al Subministrament, dret d’ús, actualització, servei de manteniment i suport tècnic de llicències Citrix Netscaler VPX 200 Mbps Enterprise Edition de la plataforma Netscaler per a Barcelona de serveis Municipals S.A.","27/07/2018",75568.25,"06/11/2019","9990.96","x","","0.13"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA SERVEIS MUNICIPALS","2018SIST177SL01M001","Subministrament","Contracte relatiu al servei de Subministrament, instal•lació, configuració i posada en marxa de la xarxa i equipament wifi que donarà cobertura al Parc d’Atraccions del Tibidabo i BSM per a Barcelona Serveis Municipals, S.A.(BSM) i Parc d’Atraccions del Tibidabo, S.A. (PATSA).","27/03/2019",149513.88,"29/07/2019","-30195.16","x","","-0.20"
"CONSORCIS","CONSORCIS DE BIBLIOTEQUES DE BARCELONA","2018_0131","Serveis","Servei de vigilància a les biblioteques del Consorci de Biblioteques de Barcelona","07/11/2018",130300.54,"18/12/2019","24991.64","X","","19.18"
"CONSORCIS","CONSORCI DEL BESÒS","144/18","Obres","Projecte connexioó vianants Carrer Oristà","25/01/2019",720503.14,"07/08/2019","850913.76","","x","0.18"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ MUSEU PICASSO DE BARCELONA","E0144/2015","SERVEIS","Licitació del servei d'auxiliars de suport al Museu","29/07/2015",371478.53,"08/05/2019","7269.29","X","","1.96"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ MUSEU PICASSO DE BARCELONA","E0162/2016","SERVEIS","Licitació del servei de seguretat i vigilància del Museu","01/01/2017",1930244.55,"25/06/2019","30399.48","x","","1.57"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ MUSEU PICASSO DE BARCELONA","E0162/2016","SERVEIS","Licitació del servei de seguretat i vigilància del Museu","01/01/2017",1930244.55,"29/03/2019","3672.96","x","","0.19"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ MUSEU PICASSO DE BARCELONA","E180000348","SERVEIS","Licitació del servei de transport obres exposicions Sabartes i Gili","15/10/2018",86870.68,"13/05/2019","10925.26","x","","12.58"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","19000019","Obres","Rehabilitació de la coberta del CEM Vintró","29/04/2019",96769.46,"25/11/2019","16553.27","","x","17.10"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","Exp. 20180177","Obres","Construcció d'un mur de contenció CEM Horta","14/03/2019",148603.71,"30/10/2019","29642.41","","x","19.94"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","Exp. 20080285-12","Concessió","Gestió serveis públics edel CEM Vintró (subvenció)","22/03/1999","","16/01/2020","200000.00","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","Exp. 20060239-9","Concessió","Gestió CEM Pisicines Picornell (subvenció)","26/07/2002","","16/01/2020","120000.00","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","Exp. 20090055-10Con","Concessió","Gestió CEM Sant Sebastià (subvenció)","20/11/1996","","16/01/2020","100000.00","","x",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","16001358","Serveis","servei de producció i regidoria activitats Dhub","30/11/2016",292505.4,"10/10/2019","39781.17","X","","11.97"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17002223","Serveis","GESTIO DE SERVEIS DEL CASTELL DE MONTJUÏC","30/07/2018",2371074.38,"31/12/2019","60153.70","X","","2.47"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003830","Serveis","Atenció públic La Virreina Centre de la Imatge","07/03/2018",372214.59,"29/11/2019","32366.48","X","","8.00"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001955L01","Serveis","neteja ordinària d'equipaments amb mesures socials lot 1","05/12/2018",733119.56,"18/02/2019","70123.09","X","","8.73"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001955L02","Serveis","neteja ordinària d'equipaments amb mesures socials lot 2","05/12/2018",568395.64,"18/02/2019","83500.53","X","","12.81"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002489","Serveis","control d'accés i d'ordre en esdeveniments ICUB","10/12/2018",425101.74,"27/03/2019","31490.33","X","","6.90"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002538L01","Serveis","Vigilància i Seguretat diversos centres","10/12/2018",3070476.17,"21/01/2019","21559.38","X","","0.70"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002538L02","Serveis","Vigilància i Seguretat BORN MUHBA","10/12/2018",2510705.29,"21/01/2019","30544.05","X","","1.20"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002538L03","Serveis","Vigilància i Seguretat DHUB, Etno, MCM","10/12/2018",2293010.37,"21/01/2019","89542.93","X","","3.76"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18003321","Serveis","Gestió venda d'entrades Grec","08/03/2019",44279.9,"25/11/2019","9719.98","X","","18.00"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18003441L01","Serveis","Oficina tècnica contractac artística Mercè i Llum","01/05/2019",1334847.8,"25/07/2019","56652.20","X","","4.07"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","19002665","Serveis","SERVEI D'ATENCIÓ AL PÚBLIC","23/12/2019",206677.25,"03/12/2019","41933.78","X","","16.87"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'EDUCACIÓ DE BARCELONA","19000074","Serveis","ORGANITZACIÓ DEL PROGRAMA PATIS OBERTS AL BARRI","20/08/2019",392352.07,"04/11/2019","15265.69","","X","0.04"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'EDUCACIÓ DE BARCELONA","19000028L01","Serveis","LOT 1- SERVEI ALIMENTACIÓ 2019-2022","10/07/2019",1909021.09,"19/12/2019","1500.00","X","","0.00"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'EDUCACIÓ DE BARCELONA","19000028L04","Serveis","LOT 4- SERVEI ALIMENTACIÓ 2019-2022","10/07/2019",1909348.33,"19/12/2019","1000.00","X","","0.00"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'EDUCACIÓ DE BARCELONA","19000028L06","Serveis","LOT 6- SERVEI ALIMENTACIÓ 2019-2022","10/07/2019",2156793.33,"19/12/2019","10500.00","X","","0.00"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA","H170000051","Serveis","Ampliació despesa pròrroga servei taxi","Derivat Acord Marc",7385.0,"04/12/2019","1107.15","SI","","0.15"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA","H170000062","Serveis","Ampliació gravació i digitalització de documents - Lot 3","19/06/2018",107878.76,"30/04/2019","21575.75","SI","","0.20"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA","H180000057","Serveis","Modificació Pròrroga subministrament elèctric","Encàrrec de gestió",116837.0,"26/06/2019","50361.00","SI","","0.43"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA","H190000015","Serveis","Ampliació Subministrament aigües","02/01/2019",4000.0,"14/11/2019","5000.00","----","","1.25"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA","H190000026","Serveis","Ampliació viatges  - Locomoció / Dietes","Derivat Acord Marc",3000.0,"18/12/2019","600.00","SI","","0.20"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/022","Serveis","Manteniment d’elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (Zona 1)","24/04/2017",1916400.0,"18/02/2019","230724.98","","X","0.12"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050008","Serveis","Suport intern i gestió administrativa dels processos d’inscripció al Registre de Sol·licitants d’Habitatges amb Protecció Oficial de Barcelona i adjudicació d’habitatges mitjançant el Registre de Sol·licitants i la Mesa d’Emergències Socials","29/11/2017",538888.5,"28/02/2019","52507.22","","","0.10"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2018/046","Serveis","Manteniment i postvenda d’elements constructius i instal·lació de sanejament de la promoció de 83 habitatges i un aparcament situada al c/Pere IV núm. 455-457 i Camí de ca l’Isidret núm. 5, de Barcelona","06/11/2018",130716.3,"29/07/2019","26143.26","X","","0.20"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2018/092","Serveis","Assessorament jurídic sobre les qüestions relatives a la licitació que tindrà per objecte seleccionar un soci privat per a esdevenir titular del 50 % del capital social de l'empresa pública Habitatge Metròpolis Barcelona","28/10/2018",70785.0,"29/07/2019","4779.50","","X","0.07"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/040","Obres","Obres de construcció d’un edifici de quaranta-sis habitatges i un equipament, situat al carrer Parellada, 9-11 Int. (Can Fabra) al districte de Sant Andreu de Barcelona","10/05/2017",6265022.94,"30/10/2019","695445.70","X","","0.11"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050003","Serveis","Intervenció i mediació davant situacions de pèrdua d’habitatge i/o ocupacions a la ciutat de Barcelona","20/11/2017",680886.36,"13/11/2019","40636.55","","","0.06"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/062","Obres","Obres de construcció d’un edifici de seixanta-vuit habitatges, situat a la plaça Dolors Piera, 6 i plaça Isabel Vila, 2 (Sancho d’Àvila 2a fase), de Barcelona","16/06/2017",5834919.26,"27/12/2019","474793.70","X","","0.08"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2017/053","Obres","Obres de construcció d’un edifici de 13 habitatges, trasters i aparcament a la Via Augusta, núm. 401, de Barcelona","20/04/2018",1756133.5,"14/01/2020","87342.44","X","","0.05"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2018/088","Serveis","Disseny i implantació d’un projecte de millora en el model organitzatiu i de gestió de l’IMHAB","13/02/2019",222246.75,"10/01/2020","41140.00","","X","0.19"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","13000247-005","Administratiu Especial","Contractacio  projecte evolucio , gestio, explotac","01/03/2014",5907825.0,"30/12/1899","238704.95","X","","4.04"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","13000275L01-005","Serveis","Lot 001 - CPD","11/03/2014",25704759.83,"30/12/1899","960556.95","X","","3.74"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000023-004","Serveis","SERV.MANT.AS.TEC.MONOTORITZACIO EQUIPS COMUNIC.XAR","14/07/2016",184577.99,"30/12/1899","15401.20","X","","8.34"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000465L01-004","Serveis","Manteniment i suport CRM","21/04/2017",793842.06,"30/12/1899","-58525.15","","X","-7.37"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000475-003","Serveis","serveis manteniment hardware i suport tècnic prese","10/05/2017",1277801.04,"05/08/2019","49692.30","X","","3.89"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000346L01-003","Serveis","Disseny i construcció tramitació eLlicències","27/03/2018",4654879.8,"30/12/1899","86990.63","","X","1.87"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000353-004","Serveis","Datamart BI Autoritas","23/02/2018",108916.69,"08/03/2019","12900.00","X","","11.84"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000394-001","Serveis","Construcció plataforma gestió Proc. Administratius","26/03/2018",654346.22,"28/08/2019","65434.62","X","","10.00"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000397-003","Serveis","Serveis manteniment i evolució aplicacions IMH","18/04/2018",5708435.31,"30/12/1899","229681.99","X","","4.02"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000408L02-002","Serveis","Serveis oficina tècnica i gestió de qualitat","30/04/2018",227346.14,"07/05/2019","27757.40","X","","12.21"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000459-004","Serveis","MANT. EVOLUCIÓ APP INFORMÀTIQUES ECO URBANA","13/06/2018",3393366.79,"30/12/1899","133057.11","X","","3.92"
