"Tipus ens","Nom ens","Règim jurídic d'aplicació","Escala","Subescala","Categoria","Grup","Subgrup","Temporalitat","Gènere","Nombre"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","H","54"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","D","48"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","H","1"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","H","42"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","D","48"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","DIRECTIUS","","","","Directius","","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","DIRECTIUS","","","","Directius","","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL"," ","","","De confiança o d'assessorament","C1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","D",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","H","82"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","D","94"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","H","38"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","D","38"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","H","194"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","D","117"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","H","375"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","D","132"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","H","91"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","D","30"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","H","6"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","D","3"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","H",""
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","D","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","H","12"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","D","4"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","H","7"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","D","5"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","H","11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","D","7"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","H","11"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA DE SERVEIS MUNICIPALS - BSM","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","D","14"
