"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
11200,"Almogàvers","0082","0152",2,10,43,208.0,66,18.0,8018
11200,"Almogàvers","0231","0239",1,10,66,214.0,68,22.0,8018
11302,"Alonso Cano","0001","0015",1,8,79,173.0,51,102.0,8042
11302,"Alonso Cano","0002","0016",2,8,79,173.0,51,102.0,8042
11404,"Ptge Aloi","0001","0029",1,9,85,199.0,63,16.0,8041
11404,"Ptge Aloi","0002","0030",2,9,85,199.0,63,16.0,8041
11506,"Alpens","0001","0041",1,3,58,68.0,16,131.0,8014
11506,"Alpens","0002","0034",2,3,57,68.0,16,134.0,8014
11583,"Alsàcia","0001","0011",1,8,54,167.0,48,92.0,8042
11583,"Alsàcia","0002","0020",2,8,55,167.0,48,93.0,8042
11608,"Alsina","0001","0003",1,1,28,11.0,2,71.0,8002
11608,"Alsina","0002","0002",2,1,28,11.0,2,71.0,8002
11732,"Ptge Alt del Turó","0001","0017",1,7,29,139.0,35,68.0,8041
11732,"Ptge Alt del Turó","0002","0026",2,7,29,139.0,35,68.0,8041
11776,"Alt","0001","0019",1,9,2,182.0,57,149.0,8033
11776,"Alt","0002","0018",2,9,2,182.0,57,149.0,8033
11801,"Pl Alta Can Clos","0002","0012",2,3,38,64.0,13,78.0,8038
11801,"Pl Alta Can Clos","0001","0013",1,3,38,64.0,13,78.0,8038
11903,"Alt de Gironella","0001","0013",1,5,22,98.0,24,147.0,8017
11903,"Alt de Gironella","0065","0071",1,5,53,105.0,26,4.0,8017
11903,"Alt de Gironella","0002","0046",2,5,22,98.0,24,147.0,8017
11903,"Alt de Gironella","0015","0063",1,5,24,98.0,24,145.0,8017
11903,"Alt de Gironella","0048","0062",2,5,53,105.0,26,4.0,8017
12000,"Alt de Mariner","0001","0027",1,7,118,155.0,43,168.0,8032
12000,"Alt de Mariner","0002","0006",2,7,115,155.0,43,170.0,8032
12000,"Alt de Mariner","0008","0036",2,7,114,155.0,43,170.0,8032
12101,"Ptge Alt Mariner","0002","0016",2,7,115,155.0,43,170.0,8032
12101,"Ptge Alt Mariner","0001","0005",1,7,114,155.0,43,170.0,8032
12203,"Alt de Pedrell","0001B","0005",1,7,54,144.0,36,102.0,8032
12203,"Alt de Pedrell","0007B","0007B",1,7,53,144.0,36,104.0,8032
12203,"Alt de Pedrell","0009","0059",1,7,53,144.0,36,104.0,8032
12203,"Alt de Pedrell","0061","0101",1,7,52,144.0,36,103.0,8032
12203,"Alt de Pedrell","0042","0064",2,7,53,144.0,36,104.0,8032
12203,"Alt de Pedrell","0066","0120",2,7,52,144.0,36,103.0,8032
12203,"Alt de Pedrell","0002","0040",2,7,52,144.0,36,102.0,8032
12203,"Alt de Pedrell","0007","0007",1,7,54,144.0,36,102.0,8032
12305,"Ctra Alta Roquetes","0037","0075",1,7,103,154.0,43,187.0,8035
12305,"Ctra Alta Roquetes","0187","0319",1,8,109,179.0,54,194.0,8033
12305,"Ctra Alta Roquetes","0321I","0339",1,8,108,179.0,54,195.0,8033
12305,"Ctra Alta Roquetes","0086","0124",2,8,61,169.0,49,193.0,8033
12305,"Ctra Alta Roquetes","0126","0202",2,8,64,169.0,49,188.0,8033
12305,"Ctra Alta Roquetes","0302","0324",2,8,66,170.0,50,167.0,8033
12305,"Ctra Alta Roquetes","0326","0338",2,8,67,170.0,50,167.0,8033
12305,"Ctra Alta Roquetes","0077","0185",1,8,64,169.0,49,194.0,8033
12305,"Ctra Alta Roquetes","0034","0084",2,7,103,154.0,43,187.0,8035
12305,"Ctra Alta Roquetes","0204","0300",2,8,65,170.0,50,188.0,8033
12407,"Sant Pere Més Alt","0002","0040",2,1,50,18.0,4,52.0,8003
12407,"Sant Pere Més Alt","0042","0078",2,1,51,18.0,4,54.0,8003
12407,"Sant Pere Més Alt","0001","0067",1,1,52,18.0,4,58.0,8003
12509,"Altafulla","0001","0007",1,3,101,74.0,18,127.0,8014
12509,"Altafulla","0002","0008",2,3,101,74.0,18,124.0,8014
12600,"Alts Forns","0013","0027",1,3,26,61.0,13,65.0,8038
12600,"Alts Forns","0029B","0039",1,3,27,61.0,13,65.0,8038
12600,"Alts Forns","0041","0043",1,3,29,61.0,13,67.0,8038
12600,"Alts Forns","0045","0059",1,3,30,61.0,13,68.0,8038
12600,"Alts Forns","0071I","0071I",1,3,211,"",13,73.0,8038
12600,"Alts Forns","0071","0077",1,3,34,62.0,13,73.0,8038
12600,"Alts Forns","0079","0087",1,3,33,62.0,13,75.0,8038
12600,"Alts Forns","0024","0034",2,3,26,61.0,13,65.0,8038
12600,"Alts Forns","0060","0080",2,3,31,62.0,13,74.0,8038
12600,"Alts Forns","0082","0088",2,3,32,62.0,13,75.0,8038
12600,"Alts Forns","0036","0058",2,3,30,61.0,13,65.0,8038
12600,"Alts Forns","0061B","0069",1,3,34,62.0,13,73.0,8038
12702,"Alumini","0003","0019",1,3,26,61.0,13,65.0,8038
12702,"Alumini","0002","0046",2,3,26,61.0,13,65.0,8038
12702,"Alumini","0048","0082",2,3,27,61.0,13,70.0,8038
12804,"Alvarado","0001","0023",1,8,67,170.0,50,183.0,8042
12804,"Alvarado","0002","0030",2,8,67,170.0,50,183.0,8042
12859,"Pg Agrícola","0001","0083",1,3,25,60.0,12,60.0,8038
12859,"Pg Agrícola","0002","0136",2,3,25,60.0,12,61.0,8038
12906,"Allada-Vermell","0001B","0027",1,1,54,19.0,4,36.0,8003
12906,"Allada-Vermell","0002","0020",2,1,48,17.0,4,46.0,8003
13002,"Alloza","0001","0053",1,8,25,161.0,45,42.0,8016
13002,"Alloza","0002","0012",2,8,24,161.0,45,41.0,8016
13002,"Alloza","0018","0036",2,8,25,161.0,45,39.0,8016
13104,"Amadeu Vives","0001","0005",1,1,52,18.0,4,58.0,8003
13104,"Amadeu Vives","0002","0008",2,1,52,18.0,4,58.0,8003
13308,"Rosella","0009","0031",1,6,9,116.0,28,159.0,8035
13308,"Rosella","0010","0038",2,6,9,116.0,28,159.0,8035
13400,"Amargós","0001","0019",1,1,23,9.0,2,61.0,8002
13400,"Amargós","0002","0022",2,1,23,9.0,2,61.0,8002
13501,"Amargor","0001","0015",1,10,2,201.0,64,144.0,8026
13501,"Amargor","0002","0020",2,10,2,201.0,64,144.0,8026
13603,"Amer","0002","0008",2,8,48,166.0,47,85.0,8031
13705,"Amèrica","0001","0027",1,7,39,141.0,35,23.0,8041
13705,"Amèrica","0029B","0055",1,7,40,141.0,35,26.0,8041
13705,"Amèrica","0002","0048",2,7,41,141.0,35,24.0,8041
13807,"Pl Amich","0001","0003",1,5,7,95.0,23,176.0,8017
13807,"Pl Amich","0002","0004",2,5,7,95.0,23,176.0,8017
13909,"Amigó","0001","0043",1,5,61,107.0,26,12.0,8021
13909,"Amigó","0045","0087",1,5,62,107.0,26,37.0,8021
13909,"Amigó","0089","0091",1,5,52,104.0,26,52.0,8021
13909,"Amigó","0002","0028",2,5,65,107.0,26,12.0,8021
13909,"Amigó","0030","0050",2,5,64,107.0,26,13.0,8021
13909,"Amigó","0052","0080",2,5,63,107.0,26,38.0,8021
13909,"Amigó","0082","0086",2,5,51,104.0,26,53.0,8021
14005,"Amics","0001","0015",1,8,10,159.0,44,18.0,8031
14005,"Amics","0002","0012",2,8,10,159.0,44,17.0,8031
14107,"Amílcar","0001","0077",1,8,10,159.0,44,18.0,8031
14107,"Amílcar","0079","0107",1,8,9,158.0,44,3.0,8031
14107,"Amílcar","0109B","0117",1,7,48,143.0,35,57.0,8032
14107,"Amílcar","0119","0161",1,7,49,143.0,35,58.0,8032
14107,"Amílcar","0163","0209",1,7,51,143.0,35,64.0,8032
14107,"Amílcar","0211","0233",1,7,30,139.0,35,66.0,8032
14107,"Amílcar","0002","0048",2,8,7,157.0,44,14.0,8031
14107,"Amílcar","0050","0072",2,8,8,157.0,44,4.0,8031
14107,"Amílcar","0074","0096",2,7,52,144.0,36,103.0,8032
14107,"Amílcar","0098","0164",2,7,51,143.0,35,65.0,8032
14107,"Amílcar","0166B","0202",2,7,30,139.0,35,67.0,8032
14209,"Amistat","0001","0005",1,10,61,213.0,68,35.0,8005
14209,"Amistat","0007R","0037",1,10,60,213.0,68,35.0,8005
14209,"Amistat","0002","0044",2,10,60,213.0,68,35.0,8005
14300,"Amor","0001B","0005",1,7,102,153.0,42,208.0,8035
14300,"Amor","0002","0014",2,7,102,153.0,42,208.0,8035
14402,"Joan Obiols","0001","0017",1,4,53,89.0,21,80.0,8034
14402,"Joan Obiols","0002","0016",2,4,53,89.0,21,80.0,8034
14504,"Amposta","0001","0033",1,3,45,65.0,14,90.0,8004
14504,"Amposta","0002","0042",2,3,42,65.0,14,89.0,8004
14606,"Empordà","0001","0017",1,10,142,233.0,73,219.0,8020
14606,"Empordà","0019","0023",1,10,143,233.0,73,218.0,8020
14606,"Empordà","0002","0006",2,10,140,233.0,73,221.0,8020
14606,"Empordà","0008","0026",2,10,143,233.0,73,220.0,8020
14708,"Empúries","0001","0015",1,8,104,178.0,53,156.0,8033
14708,"Empúries","0002","0004",2,8,104,178.0,53,157.0,8033
14708,"Empúries","0006","0010",2,8,103,178.0,53,157.0,8033
14708,"Empúries","0014","0016",2,8,104,178.0,53,156.0,8033
14800,"Anna Piferrer","0001","0021",1,6,10,116.0,28,154.0,8023
14800,"Anna Piferrer","0002","0016",2,6,6,115.0,28,155.0,8023
14821,"Pg Anna Rúbies","0001B","0009",1,5,1,91.0,22,183.0,8017
14821,"Pg Anna Rúbies","0002","0012",2,5,1,91.0,22,183.0,8017
14901,"Ptge Andalet","0001","0011",1,7,73,148.0,37,142.0,8032
15008,"Andalusia","0001","0019",1,3,63,69.0,16,115.0,8014
15008,"Andalusia","0021","0025",1,3,68,69.0,16,115.0,8014
15008,"Andalusia","0027","0045",1,3,69,69.0,16,114.0,8014
15008,"Andalusia","0002","0052",2,3,98,73.0,18,120.0,8014
15052,"Andana Estació","0001","0049",1,9,31,188.0,60,112.0,8030
15052,"Andana Estació","0051","0063",1,9,27,187.0,60,112.0,8030
15052,"Andana Estació","0002","0046",2,9,31,188.0,60,112.0,8030
15052,"Andana Estació","0048","0064",2,9,27,187.0,60,113.0,8030
15100,"Andorra","0001","0011",1,9,43,191.0,60,92.0,8030
15100,"Andorra","0002","0104",2,9,43,191.0,60,92.0,8030
15201,"Andrade","0001","0043",1,10,35,206.0,65,99.0,8018
15201,"Andrade","0045","0067",1,10,107,226.0,72,174.0,8018
15201,"Andrade","0069","0087",1,10,108,226.0,72,176.0,8020
15201,"Andrade","0089","0131",1,10,109,226.0,72,182.0,8020
15201,"Andrade","0133","0175",1,10,121,229.0,72,184.0,8020
15201,"Andrade","0177","0197",1,10,122,229.0,72,187.0,8020
15201,"Andrade","0199","0225",1,10,127,230.0,73,210.0,8020
15201,"Andrade","0243","0251",1,10,125,230.0,73,207.0,8020
15201,"Andrade","0253","0259",1,10,126,230.0,73,207.0,8020
15201,"Andrade","0261","0277",1,10,141,233.0,73,215.0,8020
15201,"Andrade","0279","0287",1,10,142,233.0,73,217.0,8020
15201,"Andrade","0002","0044",2,10,35,206.0,65,99.0,8018
15201,"Andrade","0046","0066",2,10,107,226.0,72,174.0,8018
15201,"Andrade","0068","0088",2,10,106,226.0,72,175.0,8020
15201,"Andrade","0090","0132",2,10,105,226.0,72,183.0,8020
15201,"Andrade","0134","0154",2,10,121,229.0,72,184.0,8020
15201,"Andrade","0156B","0198",2,10,122,229.0,72,185.0,8020
15201,"Andrade","0200","0220",2,10,123,230.0,73,211.0,8020
15201,"Andrade","0222","0238",2,10,124,230.0,73,212.0,8020
15201,"Andrade","0240","0250",2,10,125,230.0,73,213.0,8020
15201,"Andrade","0252","0262",2,10,141,233.0,73,214.0,8020
15201,"Andrade","0264","0272",2,10,142,233.0,73,216.0,8020
15303,"Andratx","0002","0012",2,8,37,163.0,45,63.0,8016
15303,"Andratx","0001","0011",1,8,37,163.0,45,63.0,8016
15405,"Andrea Doria","0001","0005",1,1,39,15.0,3,13.0,8003
15405,"Andrea Doria","0019","0039",1,1,37,15.0,3,19.0,8003
15405,"Andrea Doria","0002","0004",2,1,39,15.0,3,13.0,8003
15405,"Andrea Doria","0006","0016",2,1,38,15.0,3,20.0,8003
15405,"Andrea Doria","0018","0032",2,1,35,14.0,3,21.0,8003
15405,"Andrea Doria","0034","0040",2,1,36,14.0,3,24.0,8003
15405,"Andrea Doria","0041","0071",1,1,36,14.0,3,19.0,8003
15507,"Andreu Febrer","0005","0071",1,10,86,220.0,70,87.0,8019
15507,"Andreu Febrer","0008","0080",2,10,86,220.0,70,87.0,8019
15700,"Ptge Andreví","0001","0019",1,10,3,201.0,64,139.0,8026
15700,"Ptge Andreví","0002","0016",2,10,3,201.0,64,139.0,8026
15755,"Andròmeda","0001","0009",1,8,76,172.0,51,123.0,8042
15755,"Andròmeda","0002","0014",2,8,76,172.0,51,123.0,8042
15802,"Aneto","0015","0025",1,8,42,164.0,46,76.0,8031
15802,"Aneto","0027","0049",1,8,41,164.0,46,76.0,8031
15802,"Aneto","0002","0012",2,8,42,164.0,46,74.0,8031
15802,"Aneto","0016","0040",2,8,40,164.0,46,71.0,8031
15904,"Àngel","0001","0017",1,6,51,127.0,31,91.0,8012
15904,"Àngel","0002","0024",2,6,51,127.0,31,91.0,8012
15959,"Pas Àngel","0001","0001",1,6,51,127.0,31,91.0,8012
15959,"Pas Àngel","0002","0004",2,6,51,127.0,31,91.0,8012
16000,"Pl Àngel","0001","0003",1,1,25,10.0,2,68.0,8002
16000,"Pl Àngel","0005","0005",1,1,26,10.0,2,77.0,8002
16000,"Pl Àngel","0002","0012",2,1,25,10.0,2,68.0,8002
16102,"Àngel J. Baixeras","0001","0009",1,1,26,10.0,2,79.0,8002
16102,"Àngel J. Baixeras","0002","0004",2,1,26,10.0,2,79.0,8002
16204,"Àngel Guimerà","0003","0025",1,5,22,98.0,24,145.0,8017
16204,"Àngel Guimerà","0027","0047",1,5,24,98.0,24,144.0,8017
16204,"Àngel Guimerà","0020","0044",2,5,24,98.0,24,144.0,8017
16204,"Àngel Guimerà","0001","0001",1,5,21,97.0,24,146.0,8017
16204,"Àngel Guimerà","0002","0018",2,5,22,98.0,24,145.0,8017
16306,"Àngel Marquès","0001","0015",1,7,94,151.0,40,196.0,8035
16306,"Àngel Marquès","0017","0033",1,7,95,151.0,40,198.0,8035
16306,"Àngel Marquès","0002","0018",2,7,94,151.0,40,197.0,8035
16350,"Pl Àngel Pestaña","0001","0001",1,8,91,175.0,52,138.0,8016
16408,"Àngels","0001B","0007",1,1,18,7.0,1,145.0,8001
16408,"Àngels","0002","0024",2,1,20,7.0,1,146.0,8001
16500,"Camí Àngels","0002","0014",2,6,15,118.0,29,149.0,8035
16500,"Camí Àngels","0001","0015",1,7,83,149.0,38,216.0,8035
16601,"Pl Àngels","0001","0003",1,1,20,7.0,1,149.0,8001
16601,"Pl Àngels","0005","0007",1,1,18,7.0,1,144.0,8001
16601,"Pl Àngels","0002","0004",2,1,20,7.0,1,149.0,8001
16601,"Pl Àngels","0006","0008",2,1,18,7.0,1,144.0,8001
16703,"Anglesola","0001","0037",1,4,27,82.0,19,69.0,8014
16703,"Anglesola","0047","0059",1,4,23,81.0,19,71.0,8017
16703,"Anglesola","0002","0050",2,4,25,82.0,19,70.0,8014
16703,"Anglesola","0074","0076",2,4,23,81.0,19,71.0,8017
16907,"Anglí","0001B","0043",1,5,28,99.0,24,135.0,8017
16907,"Anglí","0045B","0067",1,5,8,95.0,23,177.0,8017
16907,"Anglí","0069","0105",1,5,4,93.0,23,179.0,8017
16907,"Anglí","0002","0016",2,5,27,99.0,24,138.0,8017
16907,"Anglí","0018","0044",2,5,29,99.0,24,136.0,8017
16907,"Anglí","0046","0090",2,5,8,95.0,23,178.0,8017
16907,"Anglí","0092","0126",2,5,4,93.0,23,179.0,8017
17105,"Anníbal","0001B","0025",1,3,24,59.0,11,36.0,8004
17105,"Anníbal","0027","0027",1,3,6,56.0,11,38.0,8004
17105,"Anníbal","0002A","0028",2,3,24,59.0,11,23.0,8004
17309,"Anisadeta","0001","0001",1,1,46,16.0,4,29.0,8003
17309,"Anisadeta","0002","0002",2,1,46,16.0,4,30.0,8003
17320,"Anselm Turmeda","0001","0001",1,8,29,162.0,45,46.0,8016
17320,"Anselm Turmeda","0002A","0016",2,8,29,162.0,45,46.0,8016
17400,"Antequera","0001","0031",1,6,24,120.0,30,121.0,8024
17400,"Antequera","0033","0043",1,6,22,120.0,30,125.0,8024
17400,"Antequera","0002","0018",2,6,23,120.0,30,123.0,8024
17400,"Antequera","0020","0028",2,6,24,120.0,30,121.0,8024
17400,"Antequera","0030","0040",2,6,22,120.0,30,124.0,8024
17433,"Antic de Bofarull","0001","0025",1,10,25,204.0,64,157.0,8026
17433,"Antic de Bofarull","0002B","0016",2,10,25,204.0,64,157.0,8026
17466,"Ctra Antiga Horta","0001","0009",1,2,2,20.0,5,232.0,8013
17466,"Ctra Antiga Horta","0004","0004",2,2,2,20.0,5,232.0,8013
17502,"Antic de Sant Joan","0001","0005",1,1,44,16.0,4,27.0,8003
17502,"Antic de Sant Joan","0007","0015",1,1,43,16.0,4,26.0,8003
17502,"Antic de Sant Joan","0002","0012",2,1,45,16.0,4,28.0,8003
17502,"Antic de Sant Joan","0014","0034",2,1,43,16.0,4,26.0,8003
17557,"Antic del Guinardó","0001","0015",1,7,37,140.0,35,39.0,8041
17557,"Antic del Guinardó","0002","0014",2,7,37,140.0,35,40.0,8041
17568,"Ptge Antic Valènci","0001","0009",1,3,24,59.0,11,36.0,8004
17568,"Ptge Antic Valènci","0002","0026",2,3,24,59.0,11,36.0,8004
17579,"Camí Ant València","0001","0015",1,10,66,214.0,68,24.0,8005
17579,"Camí Ant València","0023","0039",1,10,65,214.0,68,53.0,8005
17579,"Camí Ant València","0041","0105",1,10,69,215.0,68,53.0,8005
17579,"Camí Ant València","0002","0020",2,10,66,214.0,68,25.0,8005
17579,"Camí Ant València","0028","0052",2,10,65,214.0,68,53.0,8005
17579,"Camí Ant València","0054","0072",2,10,70,215.0,68,53.0,8005
17579,"Camí Ant València","0074","0116",2,10,69,215.0,68,52.0,8005
17604,"Antilles","0001","0009",1,9,56,193.0,61,40.0,8027
17604,"Antilles","0011","0013",1,9,60,193.0,61,37.0,8027
17604,"Antilles","0002","0006",2,9,57,193.0,61,42.0,8027
17706,"Antoni de Capmany","0001","0035",1,3,70,70.0,17,186.0,8028
17706,"Antoni de Capmany","0037","0069",1,3,97,73.0,18,181.0,8028
17706,"Antoni de Capmany","0071","0091",1,3,96,73.0,18,178.0,8028
17706,"Antoni de Capmany","0002","0020",2,3,69,69.0,16,112.0,8014
17706,"Antoni de Capmany","0022","0048",2,3,98,73.0,18,112.0,8014
17706,"Antoni de Capmany","0070E","0086",2,3,100,73.0,18,121.0,8014
17808,"Antoni Costa","0001","0015",1,8,17,160.0,44,27.0,8016
17808,"Antoni Costa","0017","0029",1,8,19,160.0,44,31.0,8016
17808,"Antoni Costa","0002","0018",2,8,17,160.0,44,27.0,8016
17808,"Antoni Costa","0020","0036",2,8,19,160.0,44,32.0,8016
17900,"Ptge Antoni Gassol","0001B","0021",1,10,107,226.0,72,174.0,8018
17900,"Ptge Antoni Gassol","0002","0022",2,10,107,226.0,72,174.0,8018
18006,"Pl Antonio López","0001","0001",1,1,26,10.0,2,79.0,8002
18006,"Pl Antonio López","0003","0003",1,1,46,16.0,4,29.0,8003
18006,"Pl Antonio López","0005","0007",1,1,31,12.0,2,79.0,8002
18006,"Pl Antonio López","0002","0002",2,1,46,16.0,4,29.0,8003
18006,"Pl Antonio López","0004","0004",2,1,43,16.0,4,29.0,8003
18006,"Pl Antonio López","0006","0006",2,1,31,12.0,2,79.0,8002
18200,"Pl Antoni Maura","0006","0006",2,1,23,9.0,2,68.0,8003
18200,"Pl Antoni Maura","0010","0010",2,1,47,17.0,4,51.0,8003
18254,"Antonio Machado","0001","0005",1,8,61,169.0,49,193.0,8042
18254,"Antonio Machado","0019","0021",1,8,62,169.0,49,191.0,8042
18254,"Antonio Machado","0023","0041",1,8,64,169.0,49,191.0,8042
18254,"Antonio Machado","0043","0043",1,8,65,170.0,50,188.0,8042
18254,"Antonio Machado","0012","0014",2,8,62,169.0,49,191.0,8042
18254,"Antonio Machado","0016","0024",2,8,63,169.0,49,190.0,8042
18254,"Antonio Machado","0026","0030",2,8,64,169.0,49,188.0,8042
18254,"Antonio Machado","0007","0017",1,8,60,169.0,49,191.0,8042
18254,"Antonio Machado","0002","0010",2,8,60,169.0,49,192.0,8042
18301,"Francesc Bolòs","0001","0041",1,8,10,159.0,44,18.0,8031
18301,"Francesc Bolòs","0002","0046",2,8,10,159.0,44,17.0,8031
18403,"Antonio Ricardos","0001","0017",1,9,60,193.0,61,37.0,8027
18403,"Antonio Ricardos","0016","0020",2,9,60,193.0,61,38.0,8027
18403,"Antonio Ricardos","0002","0014",2,9,59,193.0,61,35.0,8027
18505,"Aragó","0001","0021",1,2,131,47.0,9,79.0,8015
18505,"Aragó","0023","0039",1,2,132,47.0,9,82.0,8015
18505,"Aragó","0041","0075",1,2,135,47.0,9,83.0,8015
18505,"Aragó","0077","0077",1,2,135,47.0,9,86.0,8015
18505,"Aragó","0079","0099",1,2,137,48.0,9,87.0,8015
18505,"Aragó","0101","0125",1,2,138,48.0,9,89.0,8015
18505,"Aragó","0127","0147",1,2,139,48.0,9,90.0,8015
18505,"Aragó","0149","0173",1,2,97,40.0,8,99.0,8011
18505,"Aragó","0175","0183",1,2,98,41.0,8,104.0,8011
18505,"Aragó","0185","0223",1,2,90,38.0,8,105.0,8011
18505,"Aragó","0265","0295",1,2,80,35.0,7,192.0,8007
18505,"Aragó","0297","0355",1,2,65,29.0,7,191.0,8009
18505,"Aragó","0357","0393",1,2,61,29.0,7,180.0,8009
18505,"Aragó","0395","0413",1,2,18,22.0,5,263.0,8013
18505,"Aragó","0415","0435",1,2,51,27.0,6,265.0,8013
18505,"Aragó","0437","0457",1,2,50,27.0,6,267.0,8013
18505,"Aragó","0477","0493",1,2,25,24.0,6,269.0,8013
18505,"Aragó","0495","0515",1,2,29,24.0,6,275.0,8013
18505,"Aragó","0517","0525",1,2,30,24.0,6,276.0,8013
18505,"Aragó","0527","0609",1,10,18,203.0,64,115.0,8026
18505,"Aragó","0611","0637",1,10,26,205.0,65,161.0,8026
18505,"Aragó","0639","0659",1,10,31,205.0,65,106.0,8026
18505,"Aragó","0002","0024",2,2,148,50.0,9,78.0,8015
18505,"Aragó","0046","0064",2,2,141,48.0,9,71.0,8015
18505,"Aragó","0066","0104",2,2,140,48.0,9,66.0,8015
18505,"Aragó","0106","0124",2,2,139,48.0,9,60.0,8015
18505,"Aragó","0126","0146",2,2,97,40.0,8,59.0,8011
18505,"Aragó","0148","0172",2,2,96,40.0,8,54.0,8011
18505,"Aragó","0174","0192",2,2,93,40.0,8,53.0,8011
18505,"Aragó","0214","0234",2,2,91,39.0,8,47.0,8011
18505,"Aragó","0236","0276",2,2,79,34.0,7,197.0,8007
18505,"Aragó","0278","0300",2,2,78,34.0,7,200.0,8007
18505,"Aragó","0302","0352",2,2,70,31.0,7,201.0,8009
18505,"Aragó","0354","0370",2,2,69,30.0,7,210.0,8009
18505,"Aragó","0372","0408",2,2,66,30.0,7,211.0,8009
18505,"Aragó","0426","0430",2,2,19,22.0,5,257.0,8013
18505,"Aragó","0436","0490",2,2,24,23.0,6,266.0,8013
18505,"Aragó","0492","0516",2,2,23,23.0,6,270.0,8013
18505,"Aragó","0518","0536",2,2,22,23.0,6,273.0,8013
18505,"Aragó","0538","0556",2,10,41,207.0,65,114.0,8013
18505,"Aragó","0558","0578",2,10,40,207.0,65,113.0,8026
18505,"Aragó","0580","0614",2,10,39,207.0,65,110.0,8026
18505,"Aragó","0644","0658",2,10,33,206.0,65,102.0,8018
18505,"Aragó","0026","0044",2,2,147,50.0,9,72.0,8015
18505,"Aragó","0077B","0077B",1,2,137,48.0,9,87.0,8015
18505,"Aragó","0225","0263",1,2,81,35.0,7,196.0,8007
18505,"Aragó","0459","0475",1,2,26,24.0,6,268.0,8013
18505,"Aragó","0616","0636",2,10,38,207.0,65,106.0,8018
18505,"Aragó","0410","0424",2,2,18,22.0,5,262.0,8013
18505,"Aragó","0194","0212",2,2,92,39.0,8,48.0,8011
18607,"Ptge Aragó","0001","0015",1,2,96,40.0,8,54.0,8011
18607,"Ptge Aragó","0002","0016",2,2,96,40.0,8,54.0,8011
18800,"Arai","0001","0011",1,1,29,11.0,2,75.0,8002
18800,"Arai","0010","0010",2,1,29,11.0,2,76.0,8002
18902,"Arbeca","0059","0063",1,9,9,184.0,59,141.0,8030
18902,"Arbeca","0002","0058",2,9,11,185.0,59,140.0,8030
18902,"Arbeca","0001","0057",1,9,11,185.0,59,139.0,8030
19100,"Arbós","0001","0037",1,7,67,147.0,37,96.0,8032
19100,"Arbós","0002","0008",2,7,58,145.0,36,98.0,8032
19100,"Arbós","0010","0024",2,7,67,147.0,37,112.0,8032
19100,"Arbós","0026","0030",2,7,66,147.0,37,113.0,8032
19202,"Arbúcies","0031","0045",1,9,41,191.0,60,94.0,8030
19202,"Arbúcies","0002","0016",2,9,43,191.0,60,93.0,8030
19202,"Arbúcies","0018","0028",2,9,41,191.0,60,94.0,8030
19202,"Arbúcies","0001","0029",1,9,43,191.0,60,93.0,8030
19257,"Ptge Arcadia","0001","0003",1,5,67,108.0,26,19.0,8006
19406,"Volta Bufanalla","0002","0004",2,1,45,16.0,4,28.0,8003
19406,"Volta Bufanalla","0001B","0009",1,1,45,16.0,4,28.0,8003
19508,"Volta Colomines","0001","0007",1,1,47,17.0,4,50.0,8003
19508,"Volta Colomines","0002","0006",2,1,47,17.0,4,50.0,8003
19600,"Volta d'en Dusai","0001","0007",1,1,45,16.0,4,28.0,8003
19600,"Volta d'en Dusai","0002","0006",2,1,45,16.0,4,28.0,8003
19701,"Arc de Sant Martí","0001","0037",1,7,53,144.0,36,105.0,8032
19701,"Arc de Sant Martí","0039","0069",1,7,52,144.0,36,103.0,8032
19701,"Arc de Sant Martí","0071","0101",1,7,51,143.0,35,65.0,8032
19701,"Arc de Sant Martí","0002","0012",2,7,54,144.0,36,105.0,8032
19701,"Arc de Sant Martí","0014","0068",2,7,53,144.0,36,104.0,8032
