"partit_politic","nom","cognom_1","cognom_2","genere","remuneracio","observacio_remuneracio_ca","observacio_remuneracio_es","observacio_remuneracio_en","president_partit","descripcio_carrec_ca","descripcio_carrec_es","descripcio_carrec_en","posicio_principal","dependencia_ca","dependencia_es","dependencia_en","descripcio_uo_ampliada","ordre_caixa","foto","cv_ca","cv_es","agenda_ca","agenda_es","declaracio_activitats_ca","declaracio_activitats_es","declaracio_bens_ca","declaracio_bens_es"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Membre","Miembro","Member","No","Comissió d'Economia i Hisenda","Comisión de Economía y Hacienda","Commission for Economy and Finance","Comissió d'Economia i Hisenda",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Membre","Miembro","Member","No","Comissió de Govern","Comisión de Gobierno","City Government Commission","Comissió de Govern",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Membre","Miembro","Member","No","Consorci de les Biblioteques de Barcelona","Consorcio de Bibliotecas de Barcelona","Barcelona Libraries Consortium","Consorci de les Biblioteques de Barcelona",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Membre","Miembro","Member","No","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció","Comisión de Presidencia, Derechos de Ciudadanía, Participación y Seguridad y Prevención","Commission for Presidency, Citizen Rights, Participation and Safety and Prevention","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Vocal","Vocal","Member","No","Consorci de l'Auditori de Barcelona","Consorcio de L'Auditori de Barcelona","L'Auditori de Barcelona Consortium","Consorci de l'Auditori de Barcelona",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"Barcelona en comú","Jordi","Martí","Grau","Masculí",84532.0,"La retribució anual assignada és la que li correspon com a membre del Consell Municipal, tot i que, en aplicació del codi ètic de Barcelona en Comú, percebrà uns ingressos nets mensuals de 2.291,03 euros, en 14 pagues (import net equivalent a 3,5 vegades el salari mínim interprofessional). A aquest import s'afegeix, en concepte de complement per responsabilitat de govern i cures, la quantitat de 600 euros. Per a la resta dels seus càrrecs municipals no té assignada retribució.","La retribución anual asignada es la que le corresponde como miembro del Consejo Municipal, aunque, en aplicación del código ético de Barcelona en Comú, percibirá unos ingresos netos mensuales de 2.291,03 euros, en 14 pagas (importe neto equivalente a 3,5 veces el salario mínimo interprofesional). A este importe se añade, en concepto de complemento por responsabilidad de gobierno y cuidados, la cantidad de 600 euros. Para el resto de sus cargos municipales no tiene asignada retribución.","The allocated annual remuneration is the one he is entitled to as a member of the Municipal Council, although, under the Barcelona en Comú code of ethics, he will receive a net monthly salary of €2,291.03, in 14 instalments (net amount equivalent to 3.5 times the minimum interprofessional salary). An additional sum of €600 will complement this amount for governance and care responsibilities. He has no remuneration allocated for the rest of his municipal posts.","No","Vocal","Vocal","Member","No","Fundació Barcelona Cultura","Fundación Barcelona Cultura","Barcelona Cultura Foundation","Fundació Barcelona Cultura",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jordi%20Marti%20Grau_CVCS.pdf","https://ajuntament.barcelona.cat/agenda/bc/ca/jordi-marti-grau","https://ajuntament.barcelona.cat/agenda/bc/es/jordi-marti-grau","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-521","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-422","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-422"
"","Jorge","Badia","Llach","Masculí",57224.3,"","","","No","Cap de Gabinet de Regidoria","Jefe de Gabinete de Concejalía","Head of the Councillor's Office","Sí","Regidoria de Turisme i Indústries Creatives","Concejalía de Turismo e Industrias Creativas","Councillor's Office for Tourism and Creative Industries","Regidoria de Turisme i Indústries Creatives",9,"https://apidocs.barcelona.cat/retribucions_pro/Foto%20Jorge%20Badia%20Llach.jpg","https://apidocs.barcelona.cat/retribucions_pro/CV_ca_Jorge%20Badia%20Llach.pdf","https://apidocs.barcelona.cat/retribucions_pro/CV_es_Jorge%20Badia%20Llach.pdf","","","","","",""
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Regidor","Concejal","Councillor","Sí","Consell Municipal","Consejo Municipal","City Council","Consell Municipal",3,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Regidor Adscrit","Concejal adscrito","Assigned Councillor","No","Regidors adscrits al Districte de Nou Barris","Concejales/as adscritos/as al Distrito de Nou Barris","Nou Barris Assigned District Councillors","Regidors adscrits al Districte de Nou Barris",5,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Conseller","Consejero","District Councillor","No","Barcelona Activa, SAU SPM","Barcelona Activa, SAU, SPM","Barcelona Activa, SAU SPM","Barcelona Activa, SAU SPM",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Membre","Miembro","Member","No","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció","Comisión de Presidencia, Derechos de Ciudadanía, Participación y Seguridad y Prevención","Commission for Presidency, Citizen Rights, Participation and Safety and Prevention","Comissió de Presidència, Drets de Ciutadania, Participació i Seguretat i Prevenció",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Vocal","Vocal","Member","No","Institut Municipal de Mercats de Barcelona","Instituto Municipal de Mercados de Barcelona","Municipal Institute of Barcelona Markets","Institut Municipal de Mercats de Barcelona",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Vocal","Vocal","Member","No","Institut Municipal del Paisatge Urbà i la Qualitat de Vida","Instituto Municipal del Paisaje Urbano y la Calidad de Vida","Municipal Institute of Urban Landscape and Quality of Life","Institut Municipal del Paisatge Urbà i la Qualitat de Vida",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"PP","José","Bou","Vila","Masculí",78710.1,"","","","Sí","Vocal","Vocal","Member","No","Foment de Ciutat, SA","Fomento de Ciudad, SA","Foment de Ciutat, SA","Foment de Ciutat, SA",0,"https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Josep%20Bou%20Vila_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/REG_AJB_Jose%20Bou%20Vila_CVCS.pdf","","","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/activitats/declaracio-inicial-481","https://seuelectronica.ajuntament.barcelona.cat/ca/registre-interessos/bens/declaracio-inicial-424","https://seuelectronica.ajuntament.barcelona.cat/es/registre-interessos/bens/declaracio-inicial-424"
"","José Manuel","Ariza","Moreno","Masculí",46143.16,"","","","No","Assessor 6","Asesor 6","Advisor 6","Sí","Grup Polític Municipal Ciudadanos/Ciutadans","Grup Polític Municipal Ciudadanos/Ciutadans","Grup Polític Municipal Ciudadanos/Ciutadans","Grup Polític Municipal Ciudadanos/Ciutadans",9,"https://apidocs.barcelona.cat/retribucions_pro/Foto%20Jos%C3%A9%20Manuel%20Ariza%20Moreno.jpg","https://apidocs.barcelona.cat/retribucions_pro/CV_ca_Jos%C3%A9%20Manuel%20Ariza%20Moreno.pdf","https://apidocs.barcelona.cat/retribucions_pro/CV_es_Jos%C3%A9%20Manuel%20Ariza%20Moreno.pdf","","","","","",""
"","Josep","Garcia","Puga","Masculí",89622.96,"","","","No","Gerent 4","Gerent 4","Gerent 4","Sí","Gerència del Districte de Sant Martí","Gerencia del Distrito de Sant Martí","Sant Martí District Manager's Office","Gerència del Districte de Sant Martí",7,"https://apidocs.barcelona.cat/retribucions_pro/GER_AJB_Josep%20Garc%C3%ADa%20Puga_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/GER_AJB_Josep%20Garc%C3%ADa%20Puga_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/GER_AJB_Josep%20Garc%C3%ADa%20Puga_CVCS.pdf","","","","","",""
"","Josep","Barberà De","Johera","Masculí",57224.3,"","","","No","Cap de Gabinet de Regidoria","Jefe de Gabinete de Concejalía","Head of the Councillor's Office","Sí","Regidoria d'Infància, Joventut i Persones Grans","Concejalía de Infancia, Juventud y Personas Mayores","Councillor's Office for Childhood, Youth and the Elderly","Regidoria d'Infància, Joventut i Persones Grans",9,"","","","","","","","",""
"","Josep","Bohigas","Arnau","Masculí",98145.0,"","","","No","Director General","Director general","Chief Officer","No","Direcció General Barcelona Regional","Direcció General Barcelona Regional","Direcció General Barcelona Regional","Direcció General Barcelona Regional",8,"https://apidocs.barcelona.cat/retribucions_pro/DIR_SOC_Josep%20Bohigas_FOTO.JPG","https://apidocs.barcelona.cat/retribucions_pro/DIR_SOC_Josep%20Bohigas_CVCA.PDF","https://apidocs.barcelona.cat/retribucions_pro/DIR_SOC_Josep%20Bohigas_CVCS.PDF","","","","","",""
"ERC","Josep Joaquim","Pérez","Calvo","Masculí",35250.04,"","","","No","Conseller","Consejero","District Councillor","Sí","Consell Municipal del Districte de Sants-Montjuïc","Consejo Municipal del Distrito de Sants-Montjuïc","Sants-Montjuïc District Council","Consell Municipal del Districte de Sants-Montjuïc",5,"https://apidocs.barcelona.cat/retribucions_pro/CLL_D03_Josep%20Joaquim%20P%C3%A9rez%20Calvo_FOTO.JPEG","https://apidocs.barcelona.cat/retribucions_pro/CLL_D03_Josep%20Joaquim%20P%C3%A9rez%20Calvo_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/CLL_D03_Josep%20Joaquim%20P%C3%A9rez%20Calvo_CVCS.pdf","","","","","",""
"","Josep M","Llebaria","Carreño","Masculí",78153.74,"","","","No","Director nivell 28 - Funcionarial","Director nivel 28 - Funcionarial","Director level 28 - Civil service","Sí","Direcció de Serveis de Comptabilitat","Dirección de Servicios de Contabilidad","Directorate for Accounting Services","Direcció de Serveis de Comptabilitat",9,"","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Josep%20M%20Llebaria%20Carre%C3%B1o_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Josep%20M%20Llebaria%20Carre%C3%B1o_CVCS.pdf","","","","","",""
"","Josep Maria","Carreté","Nadal","Masculí",80000.0,"","","","No","Gerent","Gerente","Manager","Sí","Gerència Consorci Museu d'Art Contemporani de BCN","Gerencia Consorcio Museo de Arte Contemporáneo de Barcelona","Manager's Office for the Museu d'Art Contemporani de Barcelona Consortium","Gerència Consorci Museu d'Art Contemporani de BCN",8,"","https://apidocs.barcelona.cat/retribucions_pro/CON_MACBA_Josep%20Maria%20Carret%C3%A9%20Nadal_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/CON_MACBA_Josep%20Maria%20Carret%C3%A9%20Nadal_CVCS.pdf","","","","","",""
"ERC","Josep Maria","Boronat","Pujals","Masculí",49985.88,"","","","No","Assessor 5","Asesor 5","Advisor 5","Sí","Grup Polític Municipal Esquerra Republicana de Catalunya","Grup Polític Municipal Esquerra Republicana de Catalunya","Grup Polític Municipal Esquerra Republicana de Catalunya","Grup Polític Municipal Esquerra Republicana de Catalunya",9,"","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Josep%20Maria%20Boronat%20Pujals_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/EVE_AJB_Josep%20Maria%20Boronat%20Pujals_CVCS.pdf","","","","","",""
"ERC","Josep Maria","Gebelli","Isart","Masculí",0.0,"Com a conseller sense dedicació no té assignada una retribució fixa, i només percep les dietes que estableix la normativa per assistència a les sessions, amb un màxim de 10.000 euros anuals. Els barems de càlcul es troben a l'apartat <a href="" https://ajuntament.barcelona.cat/transparencia/ca/dietes-que-perceben-els-alts-carrecs-de-lajuntament "" target=”_blank”>'Dietes dels alts càrrecs'.</a>","Como consejero sin dedicación no tiene asignada una retribución fija, y solo percibe las dietas que establece la normativa por asistencia a las sesiones, con un máximo de 10.000 euros anuales. Los baremos de cálculo se encuentran en el apartado  <a href="" https://ajuntament.barcelona.cat/transparencia/es/dietas-que-perciben-los-altos-cargos-del-ayuntamiento"" target=”_blank”>  'Dietas de los altos cargos'. </a>","As a non-exclusive councillor, he has no fixed salary and only receives the subsistence allowance established under the regulations for attending meetings, up to a maximum of 10,000 euros a year. The calculation tables can be found in the  <a href="" https://ajuntament.barcelona.cat/transparencia/es/dietas-que-perciben-los-altos-cargos-del-ayuntamiento"" target=”_blank”>  ' Subsistence allowance for senior posts. </a> section.","No","Conseller","Consejero","District Councillor","Sí","Consell Municipal del Districte de les Corts","Consejo Municipal del Distrito de Les Corts","Les Corts District Council","Consell Municipal del Districte de les Corts",5,"https://apidocs.barcelona.cat/retribucions_pro/CLL_D04_Josep%20Maria%20Gebelli%20Isart_FOTO.jpg","https://apidocs.barcelona.cat/retribucions_pro/CLL_D04_Josep%20Maria%20Gebelli%20Isart_CVCA.pdf","https://apidocs.barcelona.cat/retribucions_pro/CLL_D04_Josep%20Maria%20Gebelli%20Isart_CVCS.pdf","","","","","",""
