"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"CONSORCIS","CONSORCI DE BIBLIOTEQUES DE BARCELONA","2016_0111"," Serveis ","Sessions formatives relacionades amb Internet i les TIC a 18 Biblioteques de Barcelona","47724.60","04/10/2019","23635.04","05/10/2019","04/10/2020","2a"
"CONSORCIS","CONSORCI DE BIBLIOTEQUES DE BARCELONA","2017_0221"," Serveis ","Servei de manteniment del sistema de gestió Puntxarxa dels Espais Multimèdia de les biblioteques del Consorci de Biblioteques de Barcelona","32439.70","31/12/2018","32439.70","01/01/2019","31/12/2019","1a"
"CONSORCIS","CONSORCI DE BIBLIOTEQUES DE BARCELONA","2018_0131"," Serveis ","Servei de vigilància a les biblioteques del Consorci de Biblioteques de Barcelona","130300.54","29/10/2019","130300.54","12/11/2019","11/11/2020","1a"
"CONSORCIS","CONSORCI EL BESÒS","29/17"," Serveis  ","serveis de neteja diària de les instal·lacions al Consorci del Besòs ","33483.12","01/04/2019","16741.56","01/06/2019","31/05/2020","1ª"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-008/2017-S"," Serveis ","Serveis de recollida i gestió dels residus generats als recintes i instal·lacions de CBSA","84700.00","07/01/2019","84700.00","26/10/2018","26/10/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-015/2017-S"," Servei ","Servei de manteniment integral de les instal·lacions de CBSA","154937.02","15/02/2019","154937.02","01/03/2019","01/03/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-004/2014-Sub"," Subministrament ","Subministrament de marbre no elaborat per a elaboració de làpides i tires laterals de nínxols per CBSA","135408.68","19/02/2019","53136.27","19/02/2019","19/11/2019","4"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-001/2015-Sub"," Subministrament ","Subministrament de marcs i gerros d'hacer inoxidable i altres elements per a sepultures de CBSA","104742.44","08/03/2019","102850.00","28/01/2019","28/10/2019","4"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-005/2019-SP"," Serveis ","Servei de suport SAP per a CBSA","187308.00","12/04/2019","62436.00","01/07/2019","01/07/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-007/2016-Sub"," Subministrament ","Subministrament xec restaurant per treballadors de Cementiris de Barcelona, SAU","60500.00","12/06/2019","0,9% despeses meritades treballadors","09/06/2019","09/06/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-022/2019-SP"," Serveis ","Acord marc pel servei de taxi pel trasllat municipal en funcions de representació de lAjuntament de Barcelona","13728.66","04/09/2019","13728.66","10/11/2019","09/11/2021","1"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-021/2019-SP"," Serveis ","Acord marc gestió de serveis de viatges de Cementiris de Barcelona, SA","20000.00","09/09/2019","20000.00","20/06/2019","20/06/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","CEMENTIRIS DE BARCELONA, S.A.","CB-060/2018-S"," Serveis ","Serveis d'antropologia forense per a Cementiris de Barcelona, SAU","105589.44","27/11/2019","70741.44","28/12/2019","28/12/2020","1"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ MUSEU PICASSO DE BARCELONA","E0162/2016"," SERVEIS ","Licitació del servei de seguretat i vigilància del Museu","1930244.55","27/11/2019","482561.14","01/01/2020","30/06/2020","2a."
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","108/2018"," Serveis ","Servei de gabinet de premsa i relació amb els mitjans","76230.00","02/07/2019","76230.00","03/09/2019","02/09/2020","1a"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","128/2018"," Serveis ","Servei de gabinet d'assumptes públics i relacions amb mitjans","76230.00","26/07/2019","76230.00","01/10/2019","30/09/2020","1a"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ PER A LA NAVEGACIÓ OCEÀNICA DE BARCELONA","2019/3"," SERVEIS ","SERVEIS D'ASSESSORAMENT COMPTABLE, PRESSUPOSTARI I FISCAL  PER LA FUNDACIÓ NAVEGACIÓ OCEÀNICA DE BARCELONA ","12039.50","26/10/2019","12039.50","01/01/2020","31/12/2020","1a"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ PER A LA NAVEGACIÓ OCEÀNICA DE BARCELONA","2019/2"," SERVEIS "," SERVEIS DE NETEJA DELS EDIFICIS I INSTAL·LACIONS DE LA FUNDACIÓ NAVEGACIÓ OCEÀNICA DE BARCELONA ","11513.15","24/10/2019","12559.89","01/01/2020","31/12/2020","1a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20140133"," SERVEIS ","EXECUCIO MARATO I MITJA MARATO","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160020"," SERVEIS ","COL.LABORACIO I GESTIO PROGRAMES ESPORT EN EDAT ESCOLAR                  ","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160025"," SERVEIS ","ADMINISTRATIU ESPECIAL TRIATLO 2016-2018                                  ","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160070"," SERVEIS ","ORGANITZACIO EXEC CURSA DELS NASSOS 2016-2018","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160092"," SERVEIS ","ADMINISTRATIU ESP.CURSA BOMBERS","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160241"," SERVEIS ","PRODUC I SUPORT CAMINADES URBANES","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20160319"," SERVEIS ","ORGANITZACIO ESDEVENIMENTS I ACTES DE PROMOCIO","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20170108"," SERVEIS ","CONSERGERIA                                                                                                                                                       14/09/2018","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20180082"," SERVEIS ","SERV CREACIO MANTENIMENT COMUNICACIO WEB I        ","","","","","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT BARCELONA ESPORTS","20180122"," SERVEIS ","OFICINA ATENCIO ALS CLUBS","","","","","",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","15000943"," Serveis ","SERVEIS EDUCATIUS EL BORN CC","636554.55","13.06.2019","44800.00","16.06.2019","31.07.2019","3a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000120"," Serveis ","AR/ Servei de suport a la recerca arqueològica","108371.94","26.03.2019","108371.94","21.06.2019","20.06.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000419"," Serveis ","CO/ Conservació espais expositius i jaciment","80544.66","28.05.2019","80544.66","12.07.2019","11.07.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000691"," Serveis ","Manteniment Born Centre Cultural","673118.21","09.01.2019","673118.21","11.01.2019","10.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000983"," Serveis ","AC/Regidoria i comercialització d'espais","286953.92","10.07.2019","286953.92","15.08.2019","14.08.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001162"," Serveis ","serveis conservació gestió de  logísitica LOT1","383940.61","09.07.2019","383940.61","19.07.2019","18.07.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001258"," Serveis ","servei de documentació col·leccions Museu del Diss","280142.35","07.11.2019","280142.35","16.11.2019","15.09.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001780"," Serveis ","serveis de gestió de públics del Museu del Disseny","1567786.04","11.10.2019","158929.35","13.12.2019","29.02.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001907"," Serveis ","SERVEI D'ATENCIÓ AL PÚBLIC I CONTROL SALES MARÈS","331275.47","29.11.2019","22266.92","01.12.2019","23.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17002896"," Serveis ","Oficina tècnica activitats Arnau itinerància LOT 1","48000.62","01.04.2019","40000.51","01.03.2019","31.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17002899"," Serveis ","Oficina tècnica activitats Arnau itinerancia  LOT2","36800.00","01.04.2019","30666.67","01.03.2019","31.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003523"," Serveis ","contractació del servei d'atenció al públic i cont","162511.14","18.01.2019","88499.46","20.02.2019","30.09.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003565L01"," Serveis ","LOT 1 F.MARES INVENTARI COL.LECCIONS MUNICIPALS","46607.97","18.12.2019","23303.98","02.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003565L02"," Serveis ","LOT 2  M.DISSENY INVENTARI COL.LECCIONS MUNICIPALS","181779.10","18.12.2019","90889.55","02.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003565L03"," Serveis ","LOT 3  ETNOLOGIC MCB INVENTARI COL.LECCIONS MUNICI","127727.60","18.12.2019","63863.80","02.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003565L05"," Serveis ","LOT 5 MUHBA INVENTARI COL.LECCIONS MUNICIPALS","187658.90","18.12.2019","93829.45","02.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003565L06"," Serveis ","LOT 6  M MUSICA INVENTARI COL.LECCIONS MUNICIPALS","51909.00","18.12.2019","25954.50","02.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18000841"," Serveis ","C. Servei de conservació preventiva","45283.27","13.06.2019","45283.27","03.07.2019","02.07.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001215"," Serveis ","Coordinació i producció tècnica Centre d´Art Conte","123826.56","15.05.2019","123826.56","01.06.2019","31.05.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001221"," Serveis ","Serv especialitz muntatge-desmunt esdev culturals","101251.92","08.04.2019","101251.92","28.02.2019","28.02.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001813L01"," Subministraments ","Lloguer escenaris per les Festes de la Mercè 2018","53542.50","23.07.2019","53542.50","01.06.2019","31.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001813L02"," Subministraments ","Lloguer escenaris per les Festes de la Mercè 2018","71701.09","23.07.2019","71701.09","01.06.2019","31.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001846"," Serveis ","MDB Serveis edició manteniment web/xarxes socials","96800.00","31.10.2019","96800.00","22.12.2019","21.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001931"," Serveis ","Servei d’explotació, manteniment evolutiu informàt","109771.20","15.10.2019","109771.20","20.11.2019","19.11.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002695"," Serveis ","Mant. sistema gestió de públics i compta-persones","15047.56","11.11.2019","15047.56","02.01.2020","01.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002720"," Serveis ","Manteniment anual Museum Plus","11325.60","14.11.2019","11325.60","30.01.2020","29.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002723"," Serveis ","Manteniment anual Clipfiles","17424.00","11.11.2019","17424.00","20.12.2019","19.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002727"," Serveis ","Manteniment anual Absys","15618.08","22.11.2019","15618.08","03.01.2020","02.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002842"," Serveis ","gestió projectes  d'infrastrutures TIC","60539.33","28.11.2019","60539.33","18.01.2020","17.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002844"," Serveis ","Serveis de coordinació i control de projectes TIC","63406.42","11.11.2019","63406.42","22.01.2020","21.01.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18003521"," Serveis ","manteniment programari registres bibliogràfics","17605.50","31.12.2019","17605.50","07.02.2020","06.02.2021","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18003523"," Serveis ","manteniment programari gestió col·leccions patrimo","15652.56","18.12.2019","15652.56","29.12.2019","28.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","19002095"," Serveis ","Servei d'atenció al públic MUHBA","97309.75","31.07.2019","194619.50","16.08.2019","15.11.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","19002095"," Serveis ","Servei d'atenció al públic MUHBA","97309.75","14.11.2019","389239.00","16.11.2019","15.05.2020","2a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000070"," Serveis ","Gestió i promoció rodatges audiovisuals a Barcelon","848694.00","05.06.2019","282898.00","05.07.2019","05.03.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17000483"," Serveis ","servei de suport a la gestió, organització i funci","121793.76","17.04.2019","60896.88","01.05.2019","30.04.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001047"," Serveis ","serveis i sis.comunicació veu fixa LOT 1","226769.24","12.11.2019","147555.24","01.01.2020","31.12.2020","2a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001050"," Serveis ","serveis sis. comunicació veu i dades mòbils LOT 2","104027.73","12.11.2019","53282.50","01.01.2020","31.12.2020","2a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17001052"," Serveis ","serveis d'accés a Internet distribuït LOT 5","23284.68","12.11.2019","11926.30","01.01.2020","31.12.2020","2a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","17003516"," Serveis ","serveis vigilància actes ICUB, amb eficiència soci","306024.43","25.06.2019","199800.00","29.06.2019","09.12.2019","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18000897"," Serveis ","Oficina tècnica-artística Barcelona Districte Cult","1088139.69","03.12.2019","725426.46","01.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001093"," Serveis ","Servei gestió públics Fabra i Coats i C.Art Contem","355564.78","03.09.2019","355564.78","03.09.2019","02.09.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18001481"," Serveis ","Servei d'atenció al públic d'El Born CCM","376562.16","12.07.2019","376562.16","10.10.2019","09.10.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002256"," Serveis ","submin. elèctric edificis i instal·lacions - lot 1","1404045.00","31.12.2019","1291823.16","01.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","18002257"," Serveis ","submin. elèctric edificis i instal·lacions - lot 3","524173.00","31.12.2019","482171.84","01.01.2020","31.12.2020","1a"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT DE CULTURA DE BARCELONA","19001590"," Serveis ","Servei d'atenció al públic MUHBA","64031.28","31.05.2019","64031.28","01.06.2019","30.06.2019","1a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H140000046"," SERVEIS ","Lliurament i digitalització notificacions Lot 1","9636153.00","10.12.2019","2409038.25","01.01.2020","31.12.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H140000046"," SERVEIS ","Lliurament i digitalització notificacions Lot 2","9636153.00","10.12.2019","2409038.25","01.01.2020","31.12.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H150000029"," SERVEIS ","Assistència prevenció riscols laborals","3039.54","Derivat Acord Marc ","1013.18","01.09.2019","31.08.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000029"," SERVEIS ","Reconeixements mèdics","13440.24","Centralitzat AJB","5600.10","01.01.2019","02.11.2019","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000029"," SERVEIS ","Reconeixements mèdics","13440.24","Centralitzat AJB","6720.12","03.11.2019","02.11.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000032"," SERVEIS ","Oficina suport usuari II Fase PSH","579418.91","30.01.2019","96569.80","01.03.2019","31.07.2019","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000032"," SERVEIS ","Oficina suport usuari II Fase PSH","579418.91","14.06.2019","135197.72","01.08.2019","28.02.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000042"," SERVEIS ","Telefonia de veu fixa i dades - Lot 1","61906.65","Centralitzat AJB","40281.65","01.01.2020","31.12.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000042"," SERVEIS ","Telefonia de veu i dades mòbils - Lot 2","15003.31","Centralitzat AJB","7684.62","01.01.2020","31.12.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H160000042"," SERVEIS ","Telefonia accés internet distribuït - Lot 5","885.74","Centralitzat AJB","453.67","01.01.2020","31.12.2020","2a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H170000051"," SERVEIS ","Servei taxi","7385.62","Derivat Acord Marc ","7385.00","16.09.2019","15.09.2021","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H170000062"," SERVEIS ","Gravació i digitalització de documents - Lot 1","334804.58","19.07.2019","334804.58","20.07.2019","19.07.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H170000062"," SERVEIS ","Gravació i digitalització de documents - Lot 2","49603.22","19.07.2019","49603.22","20.07.2019","19.07.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H170000062"," SERVEIS ","Gravació i digitalització de documents - Lot 3","107878.76","19.07.2019","107878.76","20.07.2019","19.07.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H180000060"," SERVEIS ","Neteja","215677.92","18.10.2019","215677.92","1.11.2019","31.10.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H180000068"," SERVEIS ","Vigilància","211023.99","29.11.2019","211023.99","01.01.2020","31.12.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H180000075"," SERVEIS ","Lliurament notificacions Zona C","1917013.03","20.12.2019","2300415.64","01.01.2020","31.12.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H180000084"," SERVEIS ","Paper reciclat","7514.10","Derivat Acord Marc ","4508.46","01.11.2019","25.10.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H180000085"," SERVEIS ","Paper blanc","13112.17","Derivat Acord Marc ","8843.29","14.11.2019","15.10.2020","1a."
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'HISENDA DE BARCELONA","H190000026"," SERVEIS ","Viatges ","3000.00","Derivat Acord Marc ","6000.00","20.06.2019","19.06.2020","1a."
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050006"," Serveis ","Gestió del programa de la borsa de lloguer de Barcelona del Consorci de l’Habitatge de Barcelona","631348.00","19/02/2019","410898.66","01/02/2019","30/09/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050006"," Serveis ","Gestió del programa de la borsa de lloguer de Barcelona del Consorci de l’Habitatge de Barcelona","631348.00","30/09/2019","410898.66","01/10/2019","31/01/2020","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16060006 "," Serveis ","Serveis de consultoria, suport, atnció als usuaris i desenvolupament a les aplicacions corporatives de l’IMHAB subrogades de BAGURSA","225015.23","19/02/2019","112507.62","04/01/2019","03/07/2019","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16060006 "," Serveis ","Serveis de consultoria, suport, atnció als usuaris i desenvolupament a les aplicacions corporatives de l’IMHAB subrogades de BAGURSA","225015.23","03/07/2019","112507.62","04/07/2019","03/01/2020","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120004"," Serveis ","Neteja de la xarxa d'Oficines d'Habitatge","99985.80","13/03/2019","49992.90","11/03/2019","10/09/2019","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120004"," Serveis ","Neteja de la xarxa d'Oficines d'Habitatge","99985.80","18/09/2019","49992.90","11/09/2019","10/03/2020","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120005"," Serveis ","Tasques de manteniment de la xarxa d'Oficines d'Habitatge","29310.48","13/03/2019","14655.24","22/03/2019","21/09/2019","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120005"," Serveis ","Tasques de manteniment de la xarxa d'Oficines d'Habitatge","29310.48","27/09/2019","7327.63","22/03/2019","21/12/2019","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120007"," Serveis ","Tasques de suport tècnic a operacions, administració de sistemes, comunicacions i seguretat de la xarxa informàtica de l'IMHAB, subrogat de BAGURSA","","14/03/2019","120697.50","02/03/2019","01/09/2109","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB16120007"," Serveis ","Tasques de suport tècnic a operacions, administració de sistemes, comunicacions i seguretat de la xarxa informàtica de l'IMHAB, subrogat de BAGURSA","","31/07/2019","120697.50","02/09/2019","01/03/2020","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17010003"," Serveis ","Gestió, creació, actualització i manteniment tècnic de la web d'Habitatge, com també del seu contingut periodístic, gràfic i audiovisual","65666.70","27/05/2019","32833.35","20/05/2019","19/11/2019","3"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17010003"," Serveis ","Gestió, creació, actualització i manteniment tècnic de la web d'Habitatge, com també del seu contingut periodístic, gràfic i audiovisual","65666.70","15/11/2019","16416.68","20/11/2019","19/02/2020","4"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050001"," Serveis ","Tasques de suport jurídic per al Consorci de l’Habitatge de Barcelona","90750.00","23/01/2019","15125.00","19/01/2019","18/03/2019","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050003"," Serveis ","Intervenció i mediació davant situacions de pèrdua d’habitatge i/o ocupacions a la ciutat de Barcelona ","562716.00","03/12/2019","422037.00","01/12/2019","31/08/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050004"," Serveis ","Ajuts a l’habitatge del Consorci de l’Habitatge de Barcelona","377832.83","19/12/2019","283374.62","01/01/2020","30/09/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050005"," Serveis ","Prevenció, intervenció i mediació en habitatges del consorci de l’habitatge de Barcelona","487638.91","03/12/2019","365729.18","01/12/2019","31/08/2020",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","CPB17050008"," Serveis ","Suport intern i gestió administrativa dels processos d’inscripció al Registre de Sol·licitants d’Habitatges amb Protecció Oficial de Barcelona i adjudicació d’habitatges mitjançant el Registre de Sol·licitants i la Mesa d’Emergències Socials","591395.73","22/11/2019","443546.80","06/12/2019","05/09/2020","1"
